60 

4 

0.000000 	0.107702 	0.098517 	0.010589 	0.012606 	0.033185 	0.040874 	0.266460 	0.120570 	0.230125 	0.129236 	0.148448 	0.056930 	0.216388 	0.184396 	0.266883 	0.266825 	0.158487 	0.215527 	0.164354 	0.139847 	0.091433 	0.114246 	0.114709 	0.114120 	0.116679 	0.065458 	0.184858 	0.245671 	0.303491 	0.306025 	0.339181 	0.287369 	0.160130 	0.221478 	0.191526 	0.295308 	0.322316 	0.303406 	0.193020 	0.080468 	0.143620 	0.105901 	0.090125 	0.139830 	0.136166 	0.178366 	0.102740 	0.074410 	0.153775 	0.136339 	0.159428 	0.270979 	0.208602 	0.183424 	0.200529 	0.171031 	0.172809 	0.261663 	0.335559 	
0.107702 	0.000000 	0.078789 	0.106011 	0.118612 	0.140780 	0.083920 	0.199100 	0.227338 	0.152273 	0.222669 	0.234934 	0.154510 	0.300291 	0.269880 	0.345640 	0.233807 	0.168294 	0.186980 	0.160610 	0.063241 	0.052548 	0.220399 	0.215370 	0.221071 	0.220923 	0.121826 	0.285022 	0.336819 	0.270931 	0.261856 	0.309003 	0.228965 	0.266785 	0.320036 	0.298088 	0.372664 	0.396331 	0.357968 	0.226767 	0.178330 	0.197226 	0.159648 	0.171177 	0.204162 	0.206115 	0.108842 	0.207185 	0.181837 	0.223832 	0.222159 	0.242197 	0.327188 	0.267120 	0.273374 	0.282446 	0.266954 	0.273671 	0.368888 	0.423108 	
0.098517 	0.078789 	0.000000 	0.089863 	0.102226 	0.125941 	0.057644 	0.168171 	0.194556 	0.134854 	0.169452 	0.174886 	0.116153 	0.314846 	0.282872 	0.365040 	0.174297 	0.089944 	0.123461 	0.084643 	0.056657 	0.026534 	0.186051 	0.171029 	0.189514 	0.181936 	0.149506 	0.280343 	0.343763 	0.211803 	0.210431 	0.248994 	0.189050 	0.231180 	0.266674 	0.260738 	0.393382 	0.419999 	0.395799 	0.148179 	0.178652 	0.123507 	0.089980 	0.114917 	0.134047 	0.138465 	0.083054 	0.196690 	0.156378 	0.249105 	0.234672 	0.257581 	0.250430 	0.191972 	0.213614 	0.216673 	0.213019 	0.225383 	0.332508 	0.357325 	
0.010589 	0.106011 	0.089863 	0.000000 	0.013451 	0.037708 	0.032514 	0.258021 	0.121327 	0.222707 	0.124589 	0.142541 	0.052344 	0.225532 	0.193520 	0.276307 	0.256735 	0.147907 	0.205473 	0.153912 	0.133646 	0.084841 	0.114446 	0.112082 	0.115078 	0.115649 	0.075683 	0.191701 	0.253911 	0.293307 	0.296220 	0.328883 	0.278290 	0.160783 	0.218635 	0.192105 	0.304773 	0.331954 	0.313838 	0.182840 	0.088798 	0.134052 	0.095932 	0.082501 	0.131018 	0.127854 	0.170808 	0.108749 	0.076169 	0.164040 	0.145710 	0.168923 	0.262286 	0.199824 	0.178409 	0.194240 	0.167288 	0.170539 	0.262902 	0.330609 	
0.012606 	0.118612 	0.102226 	0.013451 	0.000000 	0.024328 	0.045463 	0.270359 	0.108923 	0.235701 	0.116781 	0.136367 	0.044612 	0.214285 	0.182281 	0.265441 	0.266588 	0.155166 	0.215478 	0.162531 	0.147031 	0.098188 	0.102343 	0.102119 	0.102566 	0.104358 	0.073568 	0.178642 	0.241661 	0.302846 	0.306740 	0.337987 	0.289972 	0.148462 	0.208888 	0.179837 	0.293957 	0.321435 	0.305777 	0.186027 	0.076928 	0.135138 	0.098558 	0.079302 	0.130101 	0.125833 	0.183762 	0.095478 	0.063242 	0.155392 	0.134933 	0.158305 	0.260900 	0.198691 	0.171023 	0.188575 	0.158439 	0.160268 	0.250323 	0.323112 	
0.033185 	0.140780 	0.125941 	0.037708 	0.024328 	0.000000 	0.069707 	0.293868 	0.089069 	0.259854 	0.108545 	0.131116 	0.042496 	0.192905 	0.161013 	0.244590 	0.286951 	0.172424 	0.236167 	0.181599 	0.171347 	0.122515 	0.083527 	0.089232 	0.082454 	0.087873 	0.072847 	0.154527 	0.218611 	0.322703 	0.327949 	0.357164 	0.312703 	0.128480 	0.194908 	0.159831 	0.273140 	0.301069 	0.289680 	0.196828 	0.055357 	0.143298 	0.110167 	0.082235 	0.134982 	0.128870 	0.207896 	0.071187 	0.042450 	0.139098 	0.114790 	0.138276 	0.263243 	0.202029 	0.162606 	0.183474 	0.147002 	0.145497 	0.229264 	0.313383 	
0.040874 	0.083920 	0.057644 	0.032514 	0.045463 	0.069707 	0.000000 	0.225672 	0.147677 	0.190253 	0.138818 	0.152182 	0.071494 	0.257240 	0.225255 	0.307600 	0.227753 	0.125138 	0.176411 	0.128025 	0.102178 	0.053283 	0.139991 	0.132015 	0.141853 	0.138903 	0.097201 	0.224098 	0.286311 	0.264776 	0.266052 	0.301042 	0.246545 	0.186441 	0.236122 	0.217350 	0.335989 	0.362820 	0.341407 	0.168779 	0.121119 	0.126435 	0.086755 	0.088517 	0.128377 	0.128017 	0.138330 	0.140894 	0.104892 	0.192998 	0.177126 	0.200127 	0.257907 	0.195724 	0.190205 	0.201394 	0.183055 	0.190047 	0.288935 	0.341105 	
0.266460 	0.199100 	0.168171 	0.258021 	0.270359 	0.293868 	0.225672 	0.000000 	0.353729 	0.050467 	0.312428 	0.306835 	0.278109 	0.482300 	0.450417 	0.531759 	0.088660 	0.162054 	0.092759 	0.141847 	0.137419 	0.178238 	0.344758 	0.323355 	0.349696 	0.337720 	0.310533 	0.447812 	0.511931 	0.109260 	0.082803 	0.141052 	0.035858 	0.386353 	0.399343 	0.412912 	0.559891 	0.585774 	0.554826 	0.211833 	0.346782 	0.233191 	0.223547 	0.262929 	0.252404 	0.262100 	0.091802 	0.364064 	0.321057 	0.413205 	0.401987 	0.424556 	0.310462 	0.275246 	0.340622 	0.329977 	0.349830 	0.368575 	0.482437 	0.455608 	
0.120570 	0.227338 	0.194556 	0.121327 	0.108923 	0.089069 	0.147677 	0.353729 	0.000000 	0.327897 	0.064659 	0.089788 	0.078469 	0.182366 	0.156098 	0.233048 	0.326399 	0.205424 	0.279732 	0.221311 	0.247714 	0.199738 	0.009056 	0.038319 	0.006740 	0.020567 	0.151011 	0.115335 	0.189216 	0.358116 	0.370754 	0.387894 	0.365819 	0.039561 	0.113742 	0.070956 	0.259870 	0.289441 	0.302956 	0.201396 	0.089612 	0.147324 	0.135009 	0.093270 	0.129560 	0.118769 	0.276908 	0.061336 	0.046624 	0.166684 	0.128452 	0.146588 	0.229692 	0.178004 	0.101948 	0.131515 	0.078093 	0.065423 	0.141630 	0.239240 	
0.230125 	0.152273 	0.134854 	0.222707 	0.235701 	0.259854 	0.190253 	0.050467 	0.327897 	0.000000 	0.294022 	0.292571 	0.250066 	0.443367 	0.411779 	0.491604 	0.122393 	0.155364 	0.103995 	0.135118 	0.093511 	0.139113 	0.319161 	0.300980 	0.323208 	0.313729 	0.268211 	0.414342 	0.475360 	0.151077 	0.129289 	0.186071 	0.085366 	0.363034 	0.386392 	0.391364 	0.519407 	0.544482 	0.509908 	0.214255 	0.310433 	0.223370 	0.205562 	0.241390 	0.240914 	0.249314 	0.051970 	0.330969 	0.291170 	0.371413 	0.363208 	0.385173 	0.319271 	0.275777 	0.328910 	0.322833 	0.334547 	0.350900 	0.462422 	0.455749 	
