80 

4 

0.000000 	0.107702 	0.005081 	0.010589 	0.004652 	0.012606 	0.067131 	0.033185 	0.266460 	0.120570 	0.230125 	0.240630 	0.173852 	0.148448 	0.056930 	0.123279 	0.059988 	0.257353 	0.290447 	0.216388 	0.240325 	0.184396 	0.242422 	0.224868 	0.266825 	0.158487 	0.215527 	0.164354 	0.139847 	0.166966 	0.096450 	0.114120 	0.109144 	0.115916 	0.119400 	0.116679 	0.140794 	0.065458 	0.184858 	0.245671 	0.306025 	0.339181 	0.287369 	0.177273 	0.160130 	0.172250 	0.221478 	0.295308 	0.322316 	0.272244 	0.292679 	0.261827 	0.303530 	0.303406 	0.308370 	0.193020 	0.095270 	0.079119 	0.143620 	0.105901 	0.090125 	0.139830 	0.136166 	0.178366 	0.102740 	0.122711 	0.074410 	0.085473 	0.165852 	0.153775 	0.136339 	0.085099 	0.124918 	0.159428 	0.106580 	0.270979 	0.183424 	0.171031 	0.289371 	0.323238 	
0.107702 	0.000000 	0.104466 	0.106011 	0.110430 	0.118612 	0.115107 	0.140780 	0.199100 	0.227338 	0.152273 	0.165343 	0.127823 	0.234934 	0.154510 	0.218490 	0.167219 	0.352873 	0.382847 	0.300291 	0.314726 	0.269880 	0.321274 	0.289674 	0.233807 	0.168294 	0.186980 	0.160610 	0.063241 	0.087627 	0.066772 	0.221071 	0.216799 	0.215493 	0.226665 	0.220923 	0.244242 	0.121826 	0.285022 	0.336819 	0.261856 	0.309003 	0.228965 	0.158680 	0.266785 	0.273619 	0.320036 	0.372664 	0.396331 	0.350446 	0.366553 	0.315551 	0.379808 	0.357968 	0.381929 	0.226767 	0.193300 	0.177735 	0.197226 	0.159648 	0.171177 	0.204162 	0.206115 	0.108842 	0.207185 	0.228718 	0.181837 	0.192870 	0.248532 	0.223832 	0.222159 	0.177783 	0.212491 	0.242197 	0.196490 	0.327188 	0.273374 	0.266954 	0.374236 	0.410281 	
0.005081 	0.104466 	0.000000 	0.006595 	0.009721 	0.014303 	0.062746 	0.037004 	0.261427 	0.123207 	0.225243 	0.235699 	0.168775 	0.147916 	0.056985 	0.123620 	0.063941 	0.262223 	0.295392 	0.221465 	0.245382 	0.189472 	0.247501 	0.229803 	0.261845 	0.153952 	0.210538 	0.159571 	0.135211 	0.162250 	0.091480 	0.116832 	0.112359 	0.116872 	0.122278 	0.118550 	0.142545 	0.069153 	0.189568 	0.250661 	0.300980 	0.334285 	0.282290 	0.172320 	0.162752 	0.173678 	0.222567 	0.300387 	0.327387 	0.277324 	0.297744 	0.266594 	0.308608 	0.308227 	0.313437 	0.189409 	0.100212 	0.084077 	0.140626 	0.102526 	0.088532 	0.137445 	0.134140 	0.173454 	0.107205 	0.126885 	0.077380 	0.089263 	0.170932 	0.158711 	0.141421 	0.090171 	0.129998 	0.164508 	0.111657 	0.268695 	0.183397 	0.171660 	0.294431 	0.328270 	
0.010589 	0.106011 	0.006595 	0.000000 	0.014983 	0.013451 	0.056543 	0.037708 	0.258021 	0.121327 	0.222707 	0.232925 	0.164855 	0.142541 	0.052344 	0.119025 	0.064534 	0.264894 	0.298396 	0.225532 	0.250102 	0.193520 	0.251900 	0.235125 	0.256735 	0.147907 	0.205473 	0.153912 	0.133646 	0.160388 	0.088645 	0.115078 	0.111398 	0.112909 	0.120759 	0.115649 	0.139448 	0.075683 	0.191701 	0.253911 	0.296220 	0.328883 	0.278290 	0.167112 	0.160783 	0.170159 	0.218635 	0.304773 	0.331954 	0.281697 	0.302376 	0.272312 	0.313055 	0.313838 	0.318059 	0.182840 	0.103332 	0.087310 	0.134052 	0.095932 	0.082501 	0.131018 	0.127854 	0.170808 	0.108749 	0.127694 	0.076169 	0.089394 	0.175320 	0.164040 	0.145710 	0.094231 	0.134203 	0.168923 	0.115784 	0.262286 	0.178409 	0.167288 	0.298220 	0.331791 	
0.004652 	0.110430 	0.009721 	0.014983 	0.000000 	0.013192 	0.071421 	0.030393 	0.270985 	0.118716 	0.234455 	0.245019 	0.178460 	0.149540 	0.057735 	0.123613 	0.056864 	0.253062 	0.286056 	0.211783 	0.235673 	0.179795 	0.237782 	0.220265 	0.271455 	0.162848 	0.220161 	0.168878 	0.143915 	0.171115 	0.100898 	0.112198 	0.106716 	0.115693 	0.117304 	0.115583 	0.139783 	0.061919 	0.180767 	0.241221 	0.310676 	0.343768 	0.291982 	0.181890 	0.158253 	0.171519 	0.221038 	0.290669 	0.317667 	0.267606 	0.288028 	0.257331 	0.298887 	0.298873 	0.303720 	0.196684 	0.090899 	0.074730 	0.146810 	0.109421 	0.092226 	0.142524 	0.138565 	0.182735 	0.098962 	0.119249 	0.072308 	0.082471 	0.161215 	0.149173 	0.131713 	0.080511 	0.120301 	0.154789 	0.101976 	0.273535 	0.184034 	0.171050 	0.284805 	0.318721 	
0.012606 	0.118612 	0.014303 	0.013451 	0.013192 	0.000000 	0.063857 	0.024328 	0.270359 	0.108923 	0.235701 	0.245773 	0.176727 	0.136367 	0.044612 	0.110756 	0.051090 	0.252146 	0.285899 	0.214285 	0.239924 	0.182281 	0.241145 	0.226317 	0.266588 	0.155166 	0.215478 	0.162531 	0.147031 	0.173692 	0.101576 	0.102566 	0.098346 	0.103311 	0.108064 	0.104358 	0.128410 	0.073568 	0.178642 	0.241661 	0.306740 	0.337987 	0.289972 	0.176871 	0.148462 	0.159734 	0.208888 	0.293957 	0.321435 	0.270874 	0.291989 	0.264637 	0.302336 	0.305777 	0.307646 	0.186027 	0.091147 	0.075315 	0.135138 	0.098558 	0.079302 	0.130101 	0.125833 	0.183762 	0.095478 	0.114254 	0.063242 	0.075968 	0.164642 	0.155392 	0.134933 	0.083298 	0.123323 	0.158305 	0.104846 	0.260900 	0.171023 	0.158439 	0.286548 	0.319791 	
0.067131 	0.115107 	0.062746 	0.056543 	0.071421 	0.063857 	0.000000 	0.082980 	0.216685 	0.139012 	0.188887 	0.196953 	0.121757 	0.121517 	0.061573 	0.110921 	0.104428 	0.307789 	0.342861 	0.275830 	0.303018 	0.243973 	0.303503 	0.290158 	0.203983 	0.091498 	0.153308 	0.098872 	0.112931 	0.134903 	0.063446 	0.134354 	0.136781 	0.112770 	0.141260 	0.125421 	0.145027 	0.131359 	0.232596 	0.300045 	0.245292 	0.274463 	0.232414 	0.114482 	0.174756 	0.169382 	0.211225 	0.356119 	0.384018 	0.333065 	0.354781 	0.328331 	0.364644 	0.369590 	0.370387 	0.129323 	0.151435 	0.136471 	0.086587 	0.046996 	0.059085 	0.090074 	0.091160 	0.138017 	0.149282 	0.163125 	0.104443 	0.123834 	0.227320 	0.219249 	0.197605 	0.146140 	0.185923 	0.221081 	0.167494 	0.218225 	0.160355 	0.157469 	0.346795 	0.378847 	
0.033185 	0.140780 	0.037004 	0.037708 	0.030393 	0.024328 	0.082980 	0.000000 	0.293868 	0.089069 	0.259854 	0.269802 	0.199802 	0.131116 	0.042496 	0.101667 	0.026955 	0.228380 	0.262461 	0.192905 	0.220314 	0.161013 	0.220534 	0.209194 	0.286951 	0.172424 	0.236167 	0.181599 	0.171347 	0.198017 	0.125733 	0.082454 	0.076384 	0.091301 	0.087279 	0.087873 	0.112143 	0.072847 	0.154527 	0.218611 	0.327949 	0.357164 	0.312703 	0.197372 	0.128480 	0.144597 	0.194908 	0.273140 	0.301069 	0.250086 	0.271894 	0.249372 	0.281667 	0.289680 	0.287478 	0.196828 	0.068690 	0.053497 	0.143298 	0.110167 	0.082235 	0.134982 	0.128870 	0.207896 	0.071187 	0.090042 	0.042450 	0.052300 	0.144464 	0.139098 	0.114790 	0.063664 	0.103099 	0.138276 	0.084747 	0.263243 	0.162606 	0.147002 	0.264349 	0.297057 	
0.266460 	0.199100 	0.261427 	0.258021 	0.270985 	0.270359 	0.216685 	0.293868 	0.000000 	0.353729 	0.050467 	0.036930 	0.094935 	0.306835 	0.278109 	0.313269 	0.318637 	0.522214 	0.556249 	0.482300 	0.503319 	0.450417 	0.507156 	0.482556 	0.088660 	0.162054 	0.092759 	0.141847 	0.137419 	0.111475 	0.170356 	0.349696 	0.353237 	0.320814 	0.356728 	0.337720 	0.353372 	0.310533 	0.447812 	0.511931 	0.082803 	0.141052 	0.035858 	0.118247 	0.386353 	0.370111 	0.399343 	0.559891 	0.585774 	0.536973 	0.555885 	0.512252 	0.567775 	0.554826 	0.571546 	0.211833 	0.361348 	0.345325 	0.233191 	0.223547 	0.262929 	0.252404 	0.262100 	0.091802 	0.364064 	0.379464 	0.321057 	0.339977 	0.431034 	0.413205 	0.401987 	0.351378 	0.390814 	0.424556 	0.372694 	0.310462 	0.340622 	0.349830 	0.555690 	0.589697 	
0.120570 	0.227338 	0.123207 	0.121327 	0.118716 	0.108923 	0.139012 	0.089069 	0.353729 	0.000000 	0.327897 	0.335796 	0.259362 	0.089788 	0.078469 	0.058117 	0.066984 	0.188055 	0.224837 	0.182366 	0.219338 	0.156098 	0.212810 	0.223277 	0.326399 	0.205424 	0.279732 	0.221311 	0.247714 	0.272084 	0.198443 	0.006740 	0.019656 	0.042554 	0.006943 	0.020567 	0.032196 	0.151011 	0.115335 	0.189216 	0.370754 	0.387894 	0.365819 	0.242436 	0.039561 	0.063498 	0.113742 	0.259870 	0.289441 	0.238590 	0.263767 	0.268952 	0.268962 	0.302956 	0.277937 	0.201396 	0.087426 	0.087826 	0.147324 	0.135009 	0.093270 	0.129560 	0.118769 	0.276908 	0.061336 	0.051280 	0.046624 	0.046038 	0.150488 	0.166684 	0.128452 	0.101851 	0.120061 	0.146588 	0.109763 	0.229692 	0.101948 	0.078093 	0.240313 	0.265938 	
