90 

4 

0.000000 	0.013334 	0.021920 	0.107702 	0.099554 	0.010589 	0.066110 	0.012606 	0.023041 	0.033185 	0.266460 	0.120570 	0.230125 	0.173852 	0.207917 	0.096772 	0.148448 	0.056930 	0.123279 	0.160350 	0.149835 	0.066297 	0.067813 	0.046240 	0.216388 	0.184396 	0.266883 	0.266825 	0.158487 	0.215527 	0.164354 	0.150168 	0.139847 	0.147358 	0.096450 	0.136706 	0.114246 	0.114120 	0.109144 	0.082307 	0.115916 	0.119400 	0.116679 	0.065458 	0.097600 	0.184858 	0.198429 	0.225169 	0.245671 	0.306025 	0.339181 	0.287369 	0.160130 	0.189039 	0.170526 	0.182570 	0.221478 	0.295308 	0.322316 	0.303406 	0.193020 	0.205688 	0.095270 	0.080468 	0.143620 	0.110066 	0.105901 	0.090125 	0.145667 	0.136166 	0.170194 	0.178366 	0.102740 	0.140420 	0.117407 	0.074410 	0.085473 	0.132731 	0.153775 	0.136339 	0.085099 	0.156048 	0.159428 	0.270979 	0.183424 	0.171031 	0.221633 	0.172809 	0.314392 	0.261663 	
0.013334 	0.000000 	0.029603 	0.114533 	0.105401 	0.023697 	0.075627 	0.018960 	0.036156 	0.028210 	0.278979 	0.117268 	0.241901 	0.186760 	0.220309 	0.100256 	0.153474 	0.061685 	0.126306 	0.166441 	0.154669 	0.055782 	0.066527 	0.034200 	0.203546 	0.171583 	0.253846 	0.280155 	0.171476 	0.228854 	0.177606 	0.162797 	0.150769 	0.158527 	0.108724 	0.133065 	0.111710 	0.110640 	0.104118 	0.081786 	0.117414 	0.115363 	0.115658 	0.054617 	0.088221 	0.174125 	0.187525 	0.213635 	0.233537 	0.319289 	0.352502 	0.300292 	0.156641 	0.188305 	0.165979 	0.177278 	0.222124 	0.282243 	0.309154 	0.290144 	0.204522 	0.218294 	0.083561 	0.068564 	0.154032 	0.115492 	0.117126 	0.097957 	0.155640 	0.144633 	0.182228 	0.190300 	0.093257 	0.129331 	0.109512 	0.070644 	0.078731 	0.123414 	0.140444 	0.123380 	0.072400 	0.143219 	0.146374 	0.279735 	0.187073 	0.173055 	0.226114 	0.172917 	0.301853 	0.257095 	
0.021920 	0.029603 	0.000000 	0.085929 	0.077636 	0.023314 	0.078374 	0.033719 	0.020800 	0.054854 	0.252160 	0.142433 	0.213627 	0.161623 	0.193265 	0.115725 	0.165460 	0.075657 	0.142337 	0.176032 	0.167043 	0.085380 	0.089443 	0.063362 	0.230257 	0.198471 	0.279640 	0.258912 	0.156826 	0.207617 	0.159973 	0.150845 	0.121710 	0.129669 	0.081979 	0.158594 	0.136003 	0.136005 	0.131030 	0.103634 	0.136085 	0.141316 	0.138030 	0.065266 	0.092220 	0.203602 	0.216932 	0.242631 	0.261816 	0.296408 	0.332577 	0.274899 	0.181993 	0.210126 	0.192446 	0.204455 	0.241812 	0.307843 	0.334106 	0.310206 	0.197811 	0.205981 	0.112629 	0.097533 	0.151961 	0.127028 	0.112748 	0.104387 	0.155013 	0.148590 	0.154498 	0.162370 	0.122804 	0.158696 	0.138511 	0.096329 	0.106985 	0.152945 	0.162834 	0.149944 	0.100155 	0.170152 	0.172398 	0.281967 	0.201610 	0.190592 	0.238856 	0.193533 	0.329289 	0.283582 	
0.107702 	0.114533 	0.085929 	0.000000 	0.012449 	0.106011 	0.144804 	0.118612 	0.094250 	0.140780 	0.199100 	0.227338 	0.152273 	0.127823 	0.142976 	0.192666 	0.234934 	0.154510 	0.218490 	0.241119 	0.237012 	0.169149 	0.173764 	0.145961 	0.300291 	0.269880 	0.345640 	0.233807 	0.168294 	0.186980 	0.160610 	0.171646 	0.063241 	0.072153 	0.066772 	0.243621 	0.220399 	0.221071 	0.216799 	0.186904 	0.215493 	0.226665 	0.220923 	0.121826 	0.125744 	0.285022 	0.297743 	0.320944 	0.336819 	0.261856 	0.309003 	0.228965 	0.266785 	0.291403 	0.277895 	0.290207 	0.320036 	0.372664 	0.396331 	0.357968 	0.226767 	0.218119 	0.193300 	0.178330 	0.197226 	0.198394 	0.159648 	0.171177 	0.202949 	0.206115 	0.103917 	0.108842 	0.207185 	0.239818 	0.224045 	0.181837 	0.192870 	0.237305 	0.223832 	0.222159 	0.177783 	0.242585 	0.242197 	0.327188 	0.273374 	0.266954 	0.306545 	0.273671 	0.400224 	0.368888 	
0.099554 	0.105401 	0.077636 	0.012449 	0.000000 	0.098866 	0.141428 	0.110979 	0.088133 	0.132323 	0.211095 	0.219902 	0.164555 	0.137764 	0.154579 	0.187759 	0.231894 	0.148872 	0.213906 	0.238974 	0.233882 	0.159243 	0.166565 	0.135907 	0.288267 	0.257982 	0.333388 	0.243763 	0.173434 	0.196187 	0.167021 	0.175594 	0.074585 	0.083600 	0.071711 	0.236116 	0.213237 	0.213529 	0.208635 	0.180167 	0.210065 	0.218924 	0.214407 	0.109798 	0.113304 	0.274244 	0.286833 	0.309624 	0.325121 	0.272751 	0.319091 	0.240605 	0.259439 	0.285582 	0.270077 	0.282052 	0.315199 	0.360359 	0.383950 	0.345573 	0.230250 	0.223769 	0.182612 	0.167730 	0.198029 	0.194740 	0.159651 	0.168134 	0.203405 	0.205056 	0.115204 	0.120437 	0.197344 	0.229069 	0.214766 	0.173955 	0.184068 	0.227388 	0.211533 	0.210416 	0.166731 	0.230810 	0.230244 	0.328866 	0.270017 	0.262497 	0.304164 	0.268186 	0.388174 	0.361201 	
0.010589 	0.023697 	0.023314 	0.106011 	0.098866 	0.000000 	0.057466 	0.013451 	0.014689 	0.037708 	0.258021 	0.121327 	0.222707 	0.164855 	0.199698 	0.092412 	0.142541 	0.052344 	0.119025 	0.153622 	0.144065 	0.073541 	0.067780 	0.055024 	0.225532 	0.193520 	0.276307 	0.256735 	0.147907 	0.205473 	0.153912 	0.139602 	0.133646 	0.140834 	0.088645 	0.137614 	0.114446 	0.115078 	0.111398 	0.081335 	0.112909 	0.120759 	0.115649 	0.075683 	0.107172 	0.191701 	0.205415 	0.232765 	0.253911 	0.296220 	0.328883 	0.278290 	0.160783 	0.187369 	0.171996 	0.184609 	0.218635 	0.304773 	0.331954 	0.313838 	0.182840 	0.195124 	0.103332 	0.088798 	0.134052 	0.104082 	0.095932 	0.082501 	0.136360 	0.127854 	0.162518 	0.170808 	0.108749 	0.147711 	0.121956 	0.076169 	0.089394 	0.138418 	0.164040 	0.145710 	0.094231 	0.165217 	0.168923 	0.262286 	0.178409 	0.167288 	0.215912 	0.170539 	0.323091 	0.262902 	
0.066110 	0.075627 	0.078374 	0.144804 	0.141428 	0.057466 	0.000000 	0.056669 	0.058685 	0.065694 	0.250467 	0.103489 	0.224799 	0.155913 	0.196232 	0.051800 	0.090492 	0.029967 	0.075303 	0.098785 	0.092457 	0.099455 	0.059571 	0.092738 	0.252887 	0.221613 	0.305192 	0.229791 	0.110792 	0.180662 	0.123174 	0.097636 	0.149277 	0.153821 	0.099581 	0.118613 	0.094612 	0.099254 	0.103228 	0.062735 	0.076174 	0.106273 	0.089002 	0.130236 	0.163499 	0.203219 	0.217290 	0.247881 	0.273211 	0.272808 	0.296855 	0.263939 	0.138349 	0.151643 	0.153140 	0.168063 	0.176566 	0.333635 	0.362243 	0.354903 	0.131226 	0.151106 	0.129274 	0.118189 	0.078718 	0.053627 	0.044589 	0.026909 	0.080030 	0.070424 	0.165664 	0.174332 	0.121816 	0.164712 	0.124973 	0.073788 	0.094498 	0.146245 	0.204516 	0.177799 	0.128143 	0.194743 	0.201102 	0.204905 	0.128639 	0.122959 	0.163212 	0.132749 	0.344794 	0.239048 	
0.012606 	0.018960 	0.033719 	0.118612 	0.110979 	0.013451 	0.056669 	0.000000 	0.027970 	0.024328 	0.270359 	0.108923 	0.235701 	0.176727 	0.212240 	0.084290 	0.136367 	0.044612 	0.110756 	0.148666 	0.137698 	0.060905 	0.055737 	0.044068 	0.214285 	0.182281 	0.265441 	0.266588 	0.155166 	0.215478 	0.162531 	0.145624 	0.147031 	0.154157 	0.101576 	0.125147 	0.102343 	0.102566 	0.098346 	0.069962 	0.103311 	0.108064 	0.104358 	0.073568 	0.107073 	0.178642 	0.192410 	0.220063 	0.241661 	0.306740 	0.337987 	0.289972 	0.148462 	0.176602 	0.159286 	0.171676 	0.208888 	0.293957 	0.321435 	0.305777 	0.186027 	0.200992 	0.091147 	0.076928 	0.135138 	0.098079 	0.098558 	0.079302 	0.136688 	0.125833 	0.175419 	0.183762 	0.095478 	0.134900 	0.108506 	0.063242 	0.075968 	0.125056 	0.155392 	0.134933 	0.083298 	0.154087 	0.158305 	0.260900 	0.171023 	0.158439 	0.209431 	0.160268 	0.311243 	0.250323 	
0.023041 	0.036156 	0.020800 	0.094250 	0.088133 	0.014689 	0.058685 	0.027970 	0.000000 	0.052296 	0.243639 	0.133739 	0.208036 	0.150827 	0.185214 	0.100132 	0.147531 	0.060783 	0.126564 	0.157167 	0.149257 	0.088173 	0.080074 	0.069109 	0.239415 	0.207418 	0.289919 	0.244298 	0.138280 	0.192965 	0.142867 	0.131332 	0.119069 	0.126193 	0.074009 	0.150068 	0.126487 	0.127659 	0.124790 	0.092728 	0.121994 	0.133581 	0.126673 	0.083335 	0.112267 	0.206389 	0.220098 	0.247378 	0.268340 	0.283174 	0.317055 	0.264337 	0.172977 	0.197461 	0.184741 	0.197697 	0.227383 	0.318338 	0.345304 	0.325298 	0.177300 	0.186707 	0.117793 	0.103148 	0.131169 	0.109335 	0.091954 	0.085223 	0.134277 	0.128437 	0.147878 	0.156150 	0.123409 	0.162363 	0.136308 	0.089484 	0.103605 	0.153025 	0.176202 	0.159380 	0.108110 	0.179076 	0.182459 	0.261347 	0.184527 	0.175148 	0.220830 	0.180073 	0.337298 	0.275354 	
0.033185 	0.028210 	0.054854 	0.140780 	0.132323 	0.037708 	0.065694 	0.024328 	0.052296 	0.000000 	0.293868 	0.089069 	0.259854 	0.199802 	0.235992 	0.076696 	0.131116 	0.042496 	0.101667 	0.145609 	0.132015 	0.037893 	0.039043 	0.027095 	0.192905 	0.161013 	0.244590 	0.286951 	0.172424 	0.236167 	0.181599 	0.161227 	0.171347 	0.178485 	0.125733 	0.104916 	0.083527 	0.082454 	0.076384 	0.054539 	0.091301 	0.087279 	0.087873 	0.072847 	0.108071 	0.154527 	0.168351 	0.196377 	0.218611 	0.327949 	0.357164 	0.312703 	0.128480 	0.160470 	0.138101 	0.149757 	0.194908 	0.273140 	0.301069 	0.289680 	0.196828 	0.215844 	0.068690 	0.055357 	0.143298 	0.094442 	0.110167 	0.082235 	0.143550 	0.128870 	0.199514 	0.207896 	0.071187 	0.111142 	0.084464 	0.042450 	0.052300 	0.100729 	0.139098 	0.114790 	0.063664 	0.133146 	0.138276 	0.263243 	0.162606 	0.147002 	0.202456 	0.145497 	0.288745 	0.229264 	
