200 

4 

0.000000 	0.013334 	0.036683 	0.107702 	0.152079 	0.005081 	0.031868 	0.102611 	0.010589 	0.031438 	0.004652 	0.052406 	0.014787 	0.027998 	0.072742 	0.138135 	0.012606 	0.027092 	0.023041 	0.067131 	0.033185 	0.015530 	0.075063 	0.040874 	0.079518 	0.266460 	0.255500 	0.260095 	0.248558 	0.120570 	0.230125 	0.224332 	0.240630 	0.194684 	0.173852 	0.208283 	0.178345 	0.129236 	0.096772 	0.153101 	0.173577 	0.135586 	0.118764 	0.146868 	0.148448 	0.167810 	0.056930 	0.123279 	0.145186 	0.160204 	0.160350 	0.133877 	0.066297 	0.057274 	0.070117 	0.059988 	0.053364 	0.044629 	0.257353 	0.233846 	0.216388 	0.240325 	0.256885 	0.198151 	0.184396 	0.221735 	0.170255 	0.242422 	0.225103 	0.224868 	0.266825 	0.158487 	0.201241 	0.227262 	0.199074 	0.215527 	0.164354 	0.222096 	0.171985 	0.150168 	0.139847 	0.146170 	0.166966 	0.096450 	0.169420 	0.150100 	0.136706 	0.114709 	0.114120 	0.125628 	0.115254 	0.084845 	0.109144 	0.111167 	0.119400 	0.117366 	0.099446 	0.116679 	0.140794 	0.123917 	0.065458 	0.122069 	0.036502 	0.086126 	0.095680 	0.184858 	0.198429 	0.225169 	0.234905 	0.215129 	0.186893 	0.245671 	0.303491 	0.306025 	0.339181 	0.287369 	0.177273 	0.202191 	0.263304 	0.160130 	0.160778 	0.189039 	0.170526 	0.182570 	0.221478 	0.295308 	0.291305 	0.321242 	0.287126 	0.307551 	0.322316 	0.272244 	0.277085 	0.295001 	0.266589 	0.303406 	0.193020 	0.178873 	0.172331 	0.179989 	0.165660 	0.173651 	0.184237 	0.205688 	0.095270 	0.100332 	0.080468 	0.066492 	0.076793 	0.143620 	0.110066 	0.105901 	0.090125 	0.147895 	0.139830 	0.111276 	0.131422 	0.136166 	0.106692 	0.131645 	0.170194 	0.137951 	0.136703 	0.150253 	0.182291 	0.178366 	0.102740 	0.099632 	0.100959 	0.140420 	0.117407 	0.067867 	0.068607 	0.074410 	0.085473 	0.132731 	0.165852 	0.153775 	0.136339 	0.085099 	0.099455 	0.156048 	0.124918 	0.159428 	0.106580 	0.270979 	0.208602 	0.183424 	0.178222 	0.248381 	0.200529 	0.171031 	0.172809 	0.289371 	0.323238 	0.659820 	0.444506 	0.261663 	0.447407 	0.335559 	
0.013334 	0.000000 	0.023384 	0.114533 	0.161356 	0.018323 	0.039525 	0.108913 	0.023697 	0.044642 	0.008736 	0.063077 	0.015079 	0.017208 	0.078256 	0.145541 	0.018960 	0.016013 	0.036156 	0.080009 	0.028210 	0.005105 	0.072718 	0.053756 	0.092852 	0.278979 	0.267932 	0.272652 	0.261171 	0.117268 	0.241901 	0.236749 	0.252622 	0.207070 	0.186760 	0.220377 	0.191522 	0.132721 	0.100256 	0.158433 	0.181190 	0.136116 	0.122521 	0.148991 	0.153474 	0.171000 	0.061685 	0.126306 	0.150657 	0.167606 	0.166441 	0.138296 	0.055782 	0.044840 	0.058777 	0.053090 	0.047182 	0.033039 	0.245845 	0.223965 	0.203546 	0.227102 	0.243883 	0.185320 	0.171583 	0.208709 	0.157606 	0.229356 	0.212197 	0.211537 	0.280155 	0.171476 	0.214545 	0.240531 	0.212372 	0.228854 	0.177606 	0.235402 	0.185203 	0.162797 	0.150769 	0.157776 	0.178137 	0.108724 	0.179821 	0.162088 	0.133065 	0.115735 	0.110640 	0.120022 	0.117263 	0.081168 	0.104118 	0.107545 	0.115363 	0.117473 	0.097660 	0.115658 	0.139937 	0.125203 	0.054617 	0.110036 	0.025544 	0.073349 	0.083510 	0.174125 	0.187525 	0.213635 	0.223168 	0.203156 	0.175784 	0.233537 	0.316825 	0.319289 	0.352502 	0.300292 	0.190606 	0.214950 	0.276338 	0.156641 	0.156428 	0.188305 	0.165979 	0.177278 	0.222124 	0.282243 	0.277972 	0.308024 	0.273979 	0.294414 	0.309154 	0.259189 	0.263879 	0.281840 	0.253589 	0.290144 	0.204522 	0.189973 	0.185344 	0.191773 	0.178403 	0.184233 	0.196279 	0.218294 	0.083561 	0.088255 	0.068564 	0.053549 	0.064185 	0.154032 	0.115492 	0.117126 	0.097957 	0.159294 	0.149033 	0.123345 	0.143017 	0.144633 	0.112562 	0.141218 	0.182228 	0.151179 	0.149339 	0.163336 	0.193964 	0.190300 	0.093257 	0.091702 	0.090288 	0.129331 	0.109512 	0.061492 	0.060693 	0.070644 	0.078731 	0.123414 	0.152813 	0.140444 	0.123380 	0.072400 	0.086523 	0.143219 	0.112028 	0.146374 	0.093775 	0.279735 	0.217578 	0.187073 	0.181123 	0.251286 	0.205857 	0.173055 	0.172917 	0.276724 	0.310812 	0.652925 	0.447681 	0.257095 	0.454203 	0.338770 	
0.036683 	0.023384 	0.000000 	0.130487 	0.180122 	0.041703 	0.059119 	0.124251 	0.046816 	0.067698 	0.032043 	0.084458 	0.032308 	0.015753 	0.093399 	0.161877 	0.038914 	0.018097 	0.059519 	0.102414 	0.031666 	0.022985 	0.076448 	0.076988 	0.116165 	0.301674 	0.290532 	0.295394 	0.283980 	0.112930 	0.263717 	0.259345 	0.274700 	0.229650 	0.209897 	0.242605 	0.214871 	0.139771 	0.108207 	0.168106 	0.194402 	0.138080 	0.130255 	0.153424 	0.162710 	0.176904 	0.073594 	0.132739 	0.160671 	0.180592 	0.177274 	0.146780 	0.039624 	0.023945 	0.040214 	0.045951 	0.042569 	0.017234 	0.225050 	0.206082 	0.180643 	0.203743 	0.220749 	0.162442 	0.148743 	0.185554 	0.135040 	0.206148 	0.189197 	0.188314 	0.303492 	0.193882 	0.237922 	0.263915 	0.235483 	0.252203 	0.200591 	0.258538 	0.208098 	0.184536 	0.171705 	0.179518 	0.199296 	0.131319 	0.199989 	0.184265 	0.127683 	0.119092 	0.106192 	0.111306 	0.122234 	0.077750 	0.097009 	0.102945 	0.109730 	0.119198 	0.096799 	0.115471 	0.139395 	0.128731 	0.041384 	0.091087 	0.019870 	0.052666 	0.064621 	0.154916 	0.167945 	0.192858 	0.202025 	0.181645 	0.155879 	0.211714 	0.340113 	0.342672 	0.375690 	0.323421 	0.213907 	0.237932 	0.299573 	0.151066 	0.149287 	0.187188 	0.158331 	0.168119 	0.223081 	0.259029 	0.254666 	0.284665 	0.250681 	0.271123 	0.285839 	0.235990 	0.240530 	0.258528 	0.230456 	0.267244 	0.224165 	0.208970 	0.207790 	0.211943 	0.200326 	0.202376 	0.216895 	0.239904 	0.063271 	0.067086 	0.048158 	0.030835 	0.042150 	0.172064 	0.126099 	0.136734 	0.112722 	0.178923 	0.165145 	0.144249 	0.163047 	0.159602 	0.123946 	0.157998 	0.204427 	0.174554 	0.172233 	0.186626 	0.215714 	0.212372 	0.077581 	0.079333 	0.072141 	0.109748 	0.096629 	0.054411 	0.050358 	0.067841 	0.069465 	0.107404 	0.129659 	0.117236 	0.100363 	0.050051 	0.063622 	0.120382 	0.089140 	0.123205 	0.071084 	0.294375 	0.232845 	0.193561 	0.186404 	0.255951 	0.215018 	0.176937 	0.173483 	0.254069 	0.288472 	0.639522 	0.452102 	0.248577 	0.465002 	0.343548 	
0.107702 	0.114533 	0.130487 	0.000000 	0.054873 	0.104466 	0.075864 	0.007289 	0.106011 	0.102292 	0.110430 	0.061804 	0.122478 	0.131566 	0.037121 	0.031411 	0.118612 	0.112390 	0.094250 	0.115107 	0.140780 	0.111295 	0.073541 	0.083920 	0.099366 	0.199100 	0.187080 	0.193995 	0.184578 	0.227338 	0.152273 	0.158137 	0.165343 	0.131319 	0.127823 	0.137545 	0.142563 	0.222669 	0.192666 	0.237943 	0.244811 	0.236514 	0.212069 	0.243443 	0.234934 	0.260119 	0.154510 	0.218490 	0.230033 	0.233953 	0.241119 	0.223802 	0.169149 	0.154329 	0.170641 	0.167219 	0.160847 	0.145800 	0.352873 	0.336558 	0.300291 	0.314726 	0.336670 	0.282837 	0.269880 	0.302181 	0.258370 	0.321274 	0.307662 	0.289674 	0.233807 	0.168294 	0.171088 	0.190058 	0.184771 	0.186980 	0.160610 	0.203591 	0.168870 	0.171646 	0.063241 	0.078097 	0.087627 	0.066772 	0.080487 	0.087654 	0.243621 	0.215370 	0.221071 	0.233330 	0.213661 	0.192149 	0.216799 	0.218236 	0.226665 	0.219731 	0.205060 	0.220923 	0.244242 	0.223610 	0.121826 	0.167879 	0.113472 	0.151787 	0.150614 	0.285022 	0.297743 	0.320944 	0.329254 	0.308134 	0.285438 	0.336819 	0.270931 	0.261856 	0.309003 	0.228965 	0.158680 	0.146790 	0.210304 	0.266785 	0.268063 	0.291403 	0.277895 	0.290207 	0.320036 	0.372664 	0.355459 	0.393261 	0.362516 	0.382683 	0.396331 	0.350446 	0.350826 	0.369756 	0.346149 	0.357968 	0.226767 	0.219716 	0.178393 	0.211427 	0.181147 	0.221053 	0.210899 	0.218119 	0.193300 	0.196250 	0.178330 	0.158987 	0.170931 	0.197226 	0.198394 	0.159648 	0.171177 	0.189998 	0.204162 	0.153164 	0.174458 	0.206115 	0.193689 	0.194468 	0.103917 	0.115851 	0.092951 	0.116699 	0.107845 	0.108842 	0.207185 	0.206233 	0.202611 	0.239818 	0.224045 	0.175355 	0.175196 	0.181837 	0.192870 	0.237305 	0.248532 	0.223832 	0.222159 	0.177783 	0.188489 	0.242585 	0.212491 	0.242197 	0.196490 	0.327188 	0.267120 	0.273374 	0.271081 	0.338993 	0.282446 	0.266954 	0.273671 	0.374236 	0.410281 	0.767317 	0.530730 	0.368888 	0.512997 	0.423108 	
0.152079 	0.161356 	0.180122 	0.054873 	0.000000 	0.147940 	0.121876 	0.062162 	0.147663 	0.137621 	0.155640 	0.100215 	0.166281 	0.178537 	0.089385 	0.030709 	0.161062 	0.162260 	0.133765 	0.136819 	0.184913 	0.159001 	0.128414 	0.118682 	0.114472 	0.148151 	0.136148 	0.143635 	0.135360 	0.266331 	0.099398 	0.109391 	0.112856 	0.086386 	0.093891 	0.088191 	0.111924 	0.250151 	0.223434 	0.259321 	0.258061 	0.268813 	0.240053 	0.272116 	0.257459 	0.285144 	0.189171 	0.247345 	0.251877 	0.249304 	0.259941 	0.249032 	0.217107 	0.204039 	0.219579 	0.211866 	0.205046 	0.194036 	0.404659 	0.385310 	0.354142 	0.369410 	0.391053 	0.336515 	0.323384 	0.356411 	0.311398 	0.375695 	0.361696 	0.344546 	0.195328 	0.158345 	0.139270 	0.152614 	0.159669 	0.154204 	0.144759 	0.174308 	0.151960 	0.167204 	0.030862 	0.044313 	0.039956 	0.073915 	0.027362 	0.054137 	0.282615 	0.248246 	0.260534 	0.275459 	0.244936 	0.232951 	0.258469 	0.257992 	0.266734 	0.253845 	0.242899 	0.256776 	0.278618 	0.255400 	0.175940 	0.222708 	0.164808 	0.206016 	0.205354 	0.334938 	0.348056 	0.372554 	0.381292 	0.360430 	0.335999 	0.389633 	0.230940 	0.217425 	0.268724 	0.180214 	0.135002 	0.104337 	0.164323 	0.304910 	0.307613 	0.323564 	0.317593 	0.331003 	0.348042 	0.427285 	0.410296 	0.448105 	0.417226 	0.437427 	0.451127 	0.404976 	0.405590 	0.424502 	0.400571 	0.412384 	0.221861 	0.219089 	0.164889 	0.206846 	0.172152 	0.223651 	0.203940 	0.203170 	0.243392 	0.247003 	0.228273 	0.209917 	0.221750 	0.205417 	0.224355 	0.173175 	0.195902 	0.193310 	0.217024 	0.162252 	0.180407 	0.221666 	0.219283 	0.207580 	0.061954 	0.100357 	0.071886 	0.093631 	0.059688 	0.063624 	0.254516 	0.251646 	0.251433 	0.289830 	0.269373 	0.219409 	0.220675 	0.223174 	0.237019 	0.284627 	0.302281 	0.278464 	0.275284 	0.229063 	0.240682 	0.295765 	0.265242 	0.295895 	0.248630 	0.327940 	0.272080 	0.296291 	0.296065 	0.360324 	0.299879 	0.294287 	0.304810 	0.428183 	0.464006 	0.809749 	0.545586 	0.407356 	0.514491 	0.440456 	
0.005081 	0.018323 	0.041703 	0.104466 	0.147940 	0.000000 	0.028977 	0.099579 	0.006595 	0.026808 	0.009721 	0.047988 	0.018368 	0.032948 	0.070141 	0.134636 	0.014303 	0.031268 	0.017960 	0.062746 	0.037004 	0.020049 	0.075445 	0.035810 	0.074567 	0.261427 	0.250481 	0.255056 	0.243511 	0.123207 	0.225243 	0.219317 	0.235699 	0.189677 	0.168775 	0.203332 	0.173274 	0.129378 	0.097032 	0.152432 	0.171885 	0.136847 	0.118827 	0.147503 	0.147916 	0.167989 	0.056985 	0.123620 	0.144473 	0.158626 	0.159346 	0.133629 	0.071051 	0.062332 	0.075017 	0.063941 	0.057184 	0.049606 	0.262223 	0.238334 	0.221465 	0.245382 	0.261967 	0.203228 	0.189472 	0.226816 	0.175319 	0.247501 	0.230184 	0.229803 	0.261845 	0.153952 	0.196222 	0.222219 	0.194224 	0.210538 	0.159571 	0.217232 	0.167239 	0.145898 	0.135211 	0.141344 	0.162250 	0.091480 	0.164922 	0.145181 	0.139417 	0.115846 	0.116832 	0.128983 	0.116018 	0.087730 	0.112359 	0.113934 	0.122278 	0.118832 	0.101644 	0.118550 	0.142545 	0.124927 	0.069153 	0.126168 	0.040473 	0.090641 	0.099873 	0.189568 	0.203174 	0.230046 	0.239822 	0.220093 	0.191687 	0.250661 	0.298543 	0.300980 	0.334285 	0.282290 	0.172320 	0.197127 	0.258223 	0.162752 	0.163680 	0.190669 	0.173480 	0.185749 	0.222567 	0.300387 	0.296275 	0.326301 	0.292199 	0.312625 	0.327387 	0.277324 	0.282147 	0.300071 	0.271671 	0.308227 	0.189409 	0.175488 	0.167772 	0.176226 	0.161306 	0.170540 	0.180322 	0.201417 	0.100212 	0.105331 	0.085449 	0.071573 	0.081859 	0.140626 	0.109467 	0.102526 	0.088532 	0.144369 	0.137445 	0.107396 	0.127803 	0.134140 	0.105914 	0.129093 	0.165261 	0.132892 	0.131658 	0.145173 	0.177440 	0.173454 	0.107205 	0.103706 	0.105696 	0.145223 	0.121439 	0.071635 	0.072772 	0.077380 	0.089263 	0.137121 	0.170932 	0.158711 	0.141421 	0.090171 	0.104537 	0.161126 	0.129998 	0.164508 	0.111657 	0.268695 	0.206251 	0.183397 	0.178500 	0.248584 	0.199795 	0.171660 	0.174154 	0.294431 	0.328270 	0.663387 	0.444522 	0.264553 	0.445938 	0.335595 	
0.031868 	0.039525 	0.059119 	0.075864 	0.121876 	0.028977 	0.000000 	0.070747 	0.031809 	0.038016 	0.034610 	0.026332 	0.046655 	0.056731 	0.041183 	0.106474 	0.043278 	0.042127 	0.025035 	0.069504 	0.064919 	0.037182 	0.055084 	0.030199 	0.071570 	0.244392 	0.233023 	0.238259 	0.227084 	0.152174 	0.205028 	0.201898 	0.216282 	0.172250 	0.154925 	0.184454 	0.162266 	0.155577 	0.123694 	0.176369 	0.192046 	0.164982 	0.144914 	0.174630 	0.172287 	0.194101 	0.083768 	0.150273 	0.168335 	0.179358 	0.182167 	0.158866 	0.095233 	0.082746 	0.097820 	0.091469 	0.085016 	0.072191 	0.284132 	0.263435 	0.238456 	0.259033 	0.277715 	0.220361 	0.206784 	0.242530 	0.193556 	0.262796 	0.246730 	0.239890 	0.253848 	0.154953 	0.187521 	0.212334 	0.189789 	0.202676 	0.156832 	0.212269 	0.165010 	0.150090 	0.112621 	0.120891 	0.140258 	0.074788 	0.140944 	0.126202 	0.168372 	0.143867 	0.145784 	0.157482 	0.143482 	0.116613 	0.141012 	0.142870 	0.151171 	0.147240 	0.130574 	0.147308 	0.171191 	0.152746 	0.069573 	0.127011 	0.047398 	0.097096 	0.102567 	0.213261 	0.226524 	0.251931 	0.261143 	0.240744 	0.214623 	0.270715 	0.291193 	0.290545 	0.327973 	0.267856 	0.165924 	0.181886 	0.244872 	0.191724 	0.192566 	0.219165 	0.202339 	0.214437 	0.250338 	0.315503 	0.306794 	0.339695 	0.306563 	0.327024 	0.341477 	0.292600 	0.295859 	0.314262 	0.287404 	0.315695 	0.198702 	0.186576 	0.168232 	0.184503 	0.164312 	0.183498 	0.187283 	0.204763 	0.122057 	0.126167 	0.106937 	0.089754 	0.101255 	0.154734 	0.133976 	0.115180 	0.110243 	0.154951 	0.154879 	0.116203 	0.138045 	0.153280 	0.129957 	0.145829 	0.146327 	0.123370 	0.116269 	0.133356 	0.157022 	0.154055 	0.132779 	0.130789 	0.129592 	0.168274 	0.148606 	0.099529 	0.099701 	0.106215 	0.117081 	0.162932 	0.186886 	0.169518 	0.158215 	0.109042 	0.121997 	0.178528 	0.147348 	0.180404 	0.129697 	0.285563 	0.223131 	0.208961 	0.204801 	0.274556 	0.223279 	0.198709 	0.202340 	0.312263 	0.347065 	0.691527 	0.469806 	0.293450 	0.466130 	0.361024 	
0.102611 	0.108913 	0.124251 	0.007289 	0.062162 	0.099579 	0.070747 	0.000000 	0.101469 	0.098993 	0.105154 	0.058750 	0.117397 	0.125840 	0.030896 	0.038001 	0.113814 	0.106164 	0.090261 	0.113962 	0.135544 	0.105515 	0.066252 	0.081041 	0.099536 	0.206035 	0.194023 	0.200880 	0.191366 	0.222701 	0.159409 	0.164921 	0.172439 	0.137853 	0.133416 	0.144417 	0.147727 	0.219837 	0.189446 	0.235966 	0.243975 	0.232902 	0.209200 	0.240364 	0.232799 	0.257538 	0.150854 	0.215464 	0.228017 	0.232861 	0.239503 	0.221305 	0.163135 	0.148026 	0.164449 	0.161796 	0.155523 	0.139790 	0.346083 	0.330252 	0.293177 	0.307472 	0.329466 	0.275754 	0.262827 	0.295004 	0.251400 	0.314064 	0.300517 	0.282384 	0.239431 	0.170948 	0.176205 	0.195683 	0.189095 	0.192129 	0.164030 	0.208298 	0.172353 	0.173585 	0.069716 	0.084296 	0.094565 	0.069170 	0.087713 	0.093664 	0.238949 	0.211732 	0.216373 	0.228177 	0.210279 	0.187307 	0.211753 	0.213497 	0.221857 	0.215886 	0.200666 	0.216801 	0.240290 	0.220116 	0.114703 	0.160595 	0.106940 	0.144629 	0.143354 	0.278554 	0.291205 	0.314190 	0.322430 	0.301272 	0.278866 	0.329869 	0.276658 	0.268075 	0.314716 	0.235664 	0.163000 	0.153050 	0.216747 	0.262207 	0.263260 	0.287690 	0.273054 	0.285179 	0.316889 	0.365420 	0.348174 	0.385978 	0.355257 	0.375418 	0.389056 	0.343216 	0.343557 	0.362491 	0.338938 	0.350742 	0.228452 	0.220875 	0.181409 	0.213142 	0.183593 	0.221779 	0.212920 	0.221100 	0.186872 	0.189702 	0.171946 	0.152449 	0.164399 	0.197313 	0.195892 	0.159243 	0.169012 	0.190794 	0.203557 	0.153450 	0.175002 	0.205116 	0.191266 	0.193881 	0.110370 	0.119706 	0.097782 	0.121349 	0.114713 	0.115501 	0.201214 	0.200588 	0.196392 	0.233362 	0.218384 	0.170011 	0.169606 	0.176937 	0.187465 	0.231298 	0.241442 	0.216589 	0.215182 	0.171160 	0.181693 	0.235593 	0.205583 	0.235116 	0.189698 	0.327828 	0.267352 	0.271067 	0.268478 	0.336777 	0.280904 	0.264014 	0.270146 	0.367100 	0.403178 	0.761831 	0.529199 	0.364131 	0.513286 	0.421334 	
0.010589 	0.023697 	0.046816 	0.106011 	0.147663 	0.006595 	0.031809 	0.101469 	0.000000 	0.020946 	0.014983 	0.047450 	0.019563 	0.036485 	0.072794 	0.135664 	0.013451 	0.037586 	0.014689 	0.056543 	0.037708 	0.026112 	0.081029 	0.032514 	0.069404 	0.258021 	0.247189 	0.251602 	0.239988 	0.121327 	0.222707 	0.216065 	0.232925 	0.186489 	0.164855 	0.200475 	0.168802 	0.124589 	0.092412 	0.146949 	0.165747 	0.133184 	0.113983 	0.143161 	0.142541 	0.163193 	0.052344 	0.119025 	0.138965 	0.152553 	0.153622 	0.128495 	0.073541 	0.066278 	0.078015 	0.064534 	0.057580 	0.053087 	0.264894 	0.239791 	0.225532 	0.250102 	0.266256 	0.207292 	0.193520 	0.231155 	0.179175 	0.251900 	0.234338 	0.235125 	0.256735 	0.147907 	0.191310 	0.217456 	0.188710 	0.205473 	0.153912 	0.211751 	0.161506 	0.139602 	0.133646 	0.139105 	0.160388 	0.088645 	0.163729 	0.142525 	0.137614 	0.112082 	0.115078 	0.128216 	0.111854 	0.086333 	0.111398 	0.112268 	0.120759 	0.115438 	0.099212 	0.115649 	0.139448 	0.121008 	0.075683 	0.132556 	0.046899 	0.096715 	0.106205 	0.191701 	0.205415 	0.232765 	0.242708 	0.223211 	0.194103 	0.253911 	0.293307 	0.296220 	0.328883 	0.278290 	0.167112 	0.193424 	0.254033 	0.160783 	0.162128 	0.187369 	0.171996 	0.184609 	0.218635 	0.304773 	0.301473 	0.331000 	0.296739 	0.317144 	0.331954 	0.281697 	0.286819 	0.304639 	0.275954 	0.313838 	0.182840 	0.168895 	0.161755 	0.169690 	0.155078 	0.163953 	0.173835 	0.195124 	0.103332 	0.108739 	0.088798 	0.075982 	0.085854 	0.134052 	0.104082 	0.095932 	0.082501 	0.137787 	0.131018 	0.100892 	0.121234 	0.127854 	0.100398 	0.122615 	0.162518 	0.128302 	0.128211 	0.140940 	0.175064 	0.170808 	0.108749 	0.104356 	0.108024 	0.147711 	0.121956 	0.071815 	0.073740 	0.076169 	0.089394 	0.138418 	0.175320 	0.164040 	0.145710 	0.094231 	0.108840 	0.165217 	0.134203 	0.168923 	0.115784 	0.262286 	0.199824 	0.178409 	0.173786 	0.243768 	0.194240 	0.167288 	0.170539 	0.298220 	0.331791 	0.662779 	0.439505 	0.262902 	0.439883 	0.330609 	
0.031438 	0.044642 	0.067698 	0.102292 	0.137621 	0.026808 	0.038016 	0.098993 	0.020946 	0.000000 	0.035920 	0.040506 	0.038222 	0.056459 	0.073961 	0.129708 	0.031036 	0.058009 	0.013477 	0.036118 	0.054071 	0.046843 	0.092716 	0.019073 	0.048824 	0.239798 	0.229203 	0.233297 	0.221569 	0.128710 	0.206365 	0.198214 	0.216037 	0.168842 	0.145853 	0.183490 	0.148894 	0.121098 	0.090454 	0.139615 	0.154058 	0.134304 	0.110426 	0.141390 	0.135846 	0.159170 	0.052513 	0.116524 	0.131577 	0.141443 	0.144815 	0.123255 	0.091614 	0.086279 	0.096777 	0.079456 	0.072353 	0.072731 	0.282444 	0.254956 	0.245307 	0.270581 	0.286277 	0.227078 	0.213299 	0.251251 	0.198725 	0.272054 	0.254216 	0.256009 	0.236040 	0.127147 	0.170825 	0.197121 	0.167789 	0.184830 	0.132967 	0.190841 	0.140564 	0.119328 	0.120188 	0.123864 	0.145931 	0.072564 	0.150983 	0.126256 	0.144994 	0.113201 	0.122944 	0.138661 	0.111371 	0.095870 	0.121571 	0.120445 	0.129220 	0.117882 	0.105329 	0.119841 	0.142568 	0.121334 	0.095263 	0.152698 	0.067044 	0.117448 	0.126519 	0.208386 	0.222270 	0.250447 	0.260672 	0.241597 	0.211318 	0.272475 	0.272514 	0.275858 	0.307996 	0.258993 	0.146365 	0.174751 	0.234455 	0.167396 	0.169994 	0.189261 	0.179976 	0.193497 	0.217896 	0.324890 	0.322295 	0.351439 	0.317029 	0.337404 	0.352263 	0.301808 	0.307244 	0.324955 	0.295963 	0.334783 	0.164255 	0.151042 	0.140965 	0.150685 	0.134622 	0.147027 	0.154401 	0.174823 	0.122075 	0.127863 	0.107951 	0.096366 	0.105800 	0.117703 	0.097974 	0.078546 	0.072859 	0.119595 	0.116981 	0.081739 	0.102809 	0.115265 	0.093638 	0.108027 	0.145932 	0.108297 	0.110274 	0.121460 	0.159264 	0.154404 	0.124751 	0.118561 	0.125474 	0.165212 	0.135648 	0.085654 	0.089158 	0.086527 	0.102694 	0.153669 	0.195510 	0.184934 	0.165826 	0.114215 	0.129036 	0.185083 	0.154246 	0.189147 	0.135778 	0.247903 	0.185418 	0.173338 	0.170042 	0.239119 	0.186113 	0.165115 	0.171397 	0.317569 	0.350723 	0.672268 	0.433452 	0.269886 	0.428114 	0.324893 	
