100 

4 

0.000000 	0.021920 	0.107702 	0.152079 	0.010589 	0.030675 	0.138135 	0.012606 	0.067131 	0.033185 	0.040874 	0.266460 	0.260095 	0.120570 	0.230125 	0.173852 	0.207917 	0.129236 	0.096772 	0.112928 	0.148448 	0.056930 	0.123279 	0.160204 	0.160350 	0.133877 	0.066297 	0.057274 	0.257353 	0.216388 	0.240325 	0.184396 	0.242422 	0.266825 	0.158487 	0.247214 	0.215527 	0.164354 	0.139847 	0.096450 	0.114246 	0.114120 	0.084845 	0.115916 	0.119400 	0.117366 	0.116679 	0.123917 	0.065458 	0.086126 	0.184858 	0.225169 	0.245671 	0.306025 	0.339181 	0.287369 	0.253354 	0.177627 	0.160130 	0.221478 	0.188268 	0.295308 	0.322316 	0.316591 	0.275381 	0.303406 	0.308370 	0.193020 	0.178873 	0.180118 	0.191276 	0.205688 	0.095270 	0.080468 	0.143620 	0.110066 	0.105901 	0.090125 	0.139830 	0.136166 	0.170194 	0.171555 	0.178366 	0.102740 	0.140420 	0.117407 	0.085473 	0.069684 	0.132731 	0.165852 	0.153775 	0.136339 	0.085099 	0.159428 	0.106580 	0.183424 	0.211022 	0.171031 	0.172809 	0.323238 	
0.021920 	0.000000 	0.085929 	0.131756 	0.023314 	0.042320 	0.116576 	0.033719 	0.068602 	0.054854 	0.031952 	0.252160 	0.245955 	0.142433 	0.213627 	0.161623 	0.193265 	0.147875 	0.115725 	0.130177 	0.165460 	0.075657 	0.142337 	0.174090 	0.176032 	0.151627 	0.085380 	0.073430 	0.274841 	0.230257 	0.251718 	0.198471 	0.255049 	0.258912 	0.156826 	0.240405 	0.207617 	0.159973 	0.121710 	0.081979 	0.136003 	0.136005 	0.106759 	0.136085 	0.141316 	0.138264 	0.138030 	0.144166 	0.065266 	0.091286 	0.203602 	0.242631 	0.261816 	0.296408 	0.332577 	0.274899 	0.241685 	0.168813 	0.181993 	0.241812 	0.209726 	0.307843 	0.334106 	0.328747 	0.288387 	0.310206 	0.319974 	0.197811 	0.185006 	0.188422 	0.196472 	0.205981 	0.112629 	0.097533 	0.151961 	0.127028 	0.112748 	0.104387 	0.150855 	0.148590 	0.154498 	0.156380 	0.162370 	0.122804 	0.158696 	0.138511 	0.106985 	0.091545 	0.152945 	0.178878 	0.162834 	0.149944 	0.100155 	0.172398 	0.121062 	0.201610 	0.225557 	0.190592 	0.193533 	0.338495 	
0.107702 	0.085929 	0.000000 	0.054873 	0.106011 	0.122478 	0.031411 	0.118612 	0.115107 	0.140780 	0.083920 	0.199100 	0.193995 	0.227338 	0.152273 	0.127823 	0.142976 	0.222669 	0.192666 	0.202087 	0.234934 	0.154510 	0.218490 	0.233953 	0.241119 	0.223802 	0.169149 	0.154329 	0.352873 	0.300291 	0.314726 	0.269880 	0.321274 	0.233807 	0.168294 	0.221334 	0.186980 	0.160610 	0.063241 	0.066772 	0.220399 	0.221071 	0.192149 	0.215493 	0.226665 	0.219731 	0.220923 	0.223610 	0.121826 	0.151787 	0.285022 	0.320944 	0.336819 	0.261856 	0.309003 	0.228965 	0.201380 	0.149537 	0.266785 	0.320036 	0.292459 	0.372664 	0.396331 	0.392118 	0.354878 	0.357968 	0.381929 	0.226767 	0.219716 	0.229921 	0.226940 	0.218119 	0.193300 	0.178330 	0.197226 	0.198394 	0.159648 	0.171177 	0.204162 	0.206115 	0.103917 	0.108347 	0.108842 	0.207185 	0.239818 	0.224045 	0.192870 	0.177378 	0.237305 	0.248532 	0.223832 	0.222159 	0.177783 	0.242197 	0.196490 	0.273374 	0.284896 	0.266954 	0.273671 	0.410281 	
0.152079 	0.131756 	0.054873 	0.000000 	0.147663 	0.172044 	0.030709 	0.161062 	0.136819 	0.184913 	0.118682 	0.148151 	0.143635 	0.266331 	0.099398 	0.093891 	0.095958 	0.250151 	0.223434 	0.228247 	0.257459 	0.189171 	0.247345 	0.249304 	0.259941 	0.249032 	0.217107 	0.204039 	0.404659 	0.354142 	0.369410 	0.323384 	0.375695 	0.195328 	0.158345 	0.186969 	0.154204 	0.144759 	0.030862 	0.073915 	0.258548 	0.260534 	0.232951 	0.247536 	0.266734 	0.253845 	0.256776 	0.255400 	0.175940 	0.206016 	0.334938 	0.372554 	0.389633 	0.217425 	0.268724 	0.180214 	0.156271 	0.122091 	0.304910 	0.348042 	0.326603 	0.427285 	0.451127 	0.446854 	0.409322 	0.412384 	0.436728 	0.221861 	0.219089 	0.232963 	0.222998 	0.203170 	0.243392 	0.228273 	0.205417 	0.224355 	0.173175 	0.195902 	0.217024 	0.221666 	0.061954 	0.067481 	0.063624 	0.254516 	0.289830 	0.269373 	0.237019 	0.219996 	0.284627 	0.302281 	0.278464 	0.275284 	0.229063 	0.295895 	0.248630 	0.296291 	0.297435 	0.294287 	0.304810 	0.464006 	
0.010589 	0.023314 	0.106011 	0.147663 	0.000000 	0.041147 	0.135664 	0.013451 	0.056543 	0.037708 	0.032514 	0.258021 	0.251602 	0.121327 	0.222707 	0.164855 	0.199698 	0.124589 	0.092412 	0.107151 	0.142541 	0.052344 	0.119025 	0.152553 	0.153622 	0.128495 	0.073541 	0.066278 	0.264894 	0.225532 	0.250102 	0.193520 	0.251900 	0.256735 	0.147907 	0.236975 	0.205473 	0.153912 	0.133646 	0.088645 	0.114446 	0.115078 	0.086333 	0.112909 	0.120759 	0.115438 	0.115649 	0.121008 	0.075683 	0.096715 	0.191701 	0.232765 	0.253911 	0.296220 	0.328883 	0.278290 	0.244074 	0.167779 	0.160783 	0.218635 	0.187386 	0.304773 	0.331954 	0.326143 	0.284730 	0.313838 	0.318059 	0.182840 	0.168895 	0.170592 	0.181154 	0.195124 	0.103332 	0.088798 	0.134052 	0.104082 	0.095932 	0.082501 	0.131018 	0.127854 	0.162518 	0.163641 	0.170808 	0.108749 	0.147711 	0.121956 	0.089394 	0.072432 	0.138418 	0.175320 	0.164040 	0.145710 	0.094231 	0.168923 	0.115784 	0.178409 	0.203729 	0.167288 	0.170539 	0.331791 	
0.030675 	0.042320 	0.122478 	0.172044 	0.041147 	0.000000 	0.153859 	0.035102 	0.097455 	0.033369 	0.070124 	0.294213 	0.287960 	0.118347 	0.255941 	0.202786 	0.235379 	0.141876 	0.109880 	0.129119 	0.164110 	0.073595 	0.135029 	0.180605 	0.178116 	0.148409 	0.047220 	0.032023 	0.233070 	0.188091 	0.210571 	0.156245 	0.213300 	0.297270 	0.188934 	0.277802 	0.245945 	0.195028 	0.163781 	0.123872 	0.113929 	0.111610 	0.082718 	0.124527 	0.115467 	0.122933 	0.119756 	0.131948 	0.040239 	0.056078 	0.162994 	0.200884 	0.219578 	0.336098 	0.369808 	0.316278 	0.282637 	0.207818 	0.156904 	0.227270 	0.188891 	0.266160 	0.292788 	0.287245 	0.246508 	0.272731 	0.278749 	0.221118 	0.206271 	0.205993 	0.219156 	0.235607 	0.071350 	0.056238 	0.169834 	0.126900 	0.133642 	0.111849 	0.163812 	0.158760 	0.196777 	0.198581 	0.204678 	0.085289 	0.117828 	0.103924 	0.075868 	0.065433 	0.115211 	0.136912 	0.123234 	0.107774 	0.057894 	0.130443 	0.078744 	0.195973 	0.229870 	0.180168 	0.177713 	0.296176 	
0.138135 	0.116576 	0.031411 	0.030709 	0.135664 	0.153859 	0.000000 	0.148594 	0.137008 	0.171309 	0.110776 	0.178828 	0.174341 	0.256772 	0.129816 	0.120165 	0.126287 	0.248093 	0.219194 	0.226874 	0.258411 	0.182221 	0.244427 	0.254299 	0.263047 	0.248335 	0.200429 	0.185732 	0.384076 	0.330656 	0.343965 	0.300506 	0.351014 	0.223979 	0.175340 	0.214297 	0.180778 	0.164277 	0.053025 	0.079357 	0.249565 	0.250625 	0.221996 	0.242604 	0.256402 	0.247589 	0.249368 	0.250664 	0.152252 	0.182008 	0.316430 	0.352190 	0.367735 	0.247576 	0.298035 	0.210891 	0.186439 	0.146263 	0.296055 	0.345992 	0.320534 	0.402012 	0.425139 	0.421151 	0.384558 	0.383958 	0.410731 	0.237115 	0.232236 	0.244376 	0.237797 	0.222918 	0.224710 	0.209741 	0.213947 	0.223077 	0.178501 	0.195147 	0.223160 	0.226365 	0.090531 	0.095794 	0.093266 	0.238424 	0.271227 	0.254997 	0.223543 	0.207659 	0.268564 	0.279018 	0.253298 	0.253023 	0.209135 	0.272725 	0.227692 	0.297181 	0.304216 	0.292502 	0.300660 	0.440680 	
0.012606 	0.033719 	0.118612 	0.161062 	0.013451 	0.035102 	0.148594 	0.000000 	0.063857 	0.024328 	0.045463 	0.270359 	0.263899 	0.108923 	0.235701 	0.176727 	0.212240 	0.116781 	0.084290 	0.100844 	0.136367 	0.044612 	0.110756 	0.149176 	0.148666 	0.121616 	0.060905 	0.055429 	0.252146 	0.214285 	0.239924 	0.182281 	0.241145 	0.266588 	0.155166 	0.246375 	0.215478 	0.162531 	0.147031 	0.101576 	0.102343 	0.102566 	0.073537 	0.103311 	0.108064 	0.104856 	0.104358 	0.111315 	0.073568 	0.091049 	0.178642 	0.220063 	0.241661 	0.306740 	0.337987 	0.289972 	0.255518 	0.178334 	0.148462 	0.208888 	0.176026 	0.293957 	0.321435 	0.315466 	0.273737 	0.305777 	0.307646 	0.186027 	0.171274 	0.171458 	0.184085 	0.200992 	0.091147 	0.076928 	0.135138 	0.098079 	0.098558 	0.079302 	0.130101 	0.125833 	0.175419 	0.176409 	0.183762 	0.095478 	0.134900 	0.108506 	0.075968 	0.059183 	0.125056 	0.164642 	0.155392 	0.134933 	0.083298 	0.158305 	0.104846 	0.171023 	0.199653 	0.158439 	0.160268 	0.319791 	
0.067131 	0.068602 	0.115107 	0.136819 	0.056543 	0.097455 	0.137008 	0.063857 	0.000000 	0.082980 	0.040098 	0.216685 	0.210010 	0.139012 	0.188887 	0.121757 	0.161135 	0.113406 	0.088380 	0.091433 	0.121517 	0.061573 	0.110921 	0.118907 	0.126279 	0.112285 	0.120590 	0.118672 	0.307789 	0.275830 	0.303018 	0.243973 	0.303503 	0.203983 	0.091498 	0.183214 	0.153308 	0.098872 	0.112931 	0.063446 	0.130298 	0.134354 	0.111760 	0.112770 	0.141260 	0.120683 	0.125421 	0.120290 	0.131359 	0.153250 	0.232596 	0.276268 	0.300045 	0.245292 	0.274463 	0.232414 	0.197194 	0.117769 	0.174756 	0.211225 	0.192034 	0.356119 	0.384018 	0.377822 	0.335622 	0.369590 	0.370387 	0.129323 	0.117095 	0.122274 	0.128098 	0.138712 	0.151435 	0.138336 	0.086587 	0.087538 	0.046996 	0.059085 	0.090074 	0.091160 	0.129340 	0.128693 	0.138017 	0.149282 	0.191534 	0.155989 	0.123834 	0.105034 	0.176152 	0.227320 	0.219249 	0.197605 	0.146140 	0.221081 	0.167494 	0.160355 	0.170114 	0.157469 	0.168768 	0.378847 	
0.033185 	0.054854 	0.140780 	0.184913 	0.037708 	0.033369 	0.171309 	0.024328 	0.082980 	0.000000 	0.069707 	0.293868 	0.287364 	0.089069 	0.259854 	0.199802 	0.235992 	0.108545 	0.076696 	0.096444 	0.131116 	0.042496 	0.101667 	0.149157 	0.145609 	0.115267 	0.037893 	0.037392 	0.228380 	0.192905 	0.220314 	0.161013 	0.220534 	0.286951 	0.172424 	0.266158 	0.236167 	0.181599 	0.171347 	0.125733 	0.083527 	0.082454 	0.052979 	0.091301 	0.087279 	0.090281 	0.087873 	0.098827 	0.072847 	0.082284 	0.154527 	0.196377 	0.218611 	0.327949 	0.357164 	0.312703 	0.277986 	0.199847 	0.128480 	0.194908 	0.158427 	0.273140 	0.301069 	0.294846 	0.252660 	0.289680 	0.287478 	0.196828 	0.180944 	0.178617 	0.194497 	0.215844 	0.068690 	0.055357 	0.143298 	0.094442 	0.110167 	0.082235 	0.134982 	0.128870 	0.199514 	0.200392 	0.207896 	0.071187 	0.111142 	0.084464 	0.052300 	0.036889 	0.100729 	0.144464 	0.139098 	0.114790 	0.063664 	0.138276 	0.084747 	0.162606 	0.197536 	0.147002 	0.145497 	0.297057 	
