150 

4 

0.000000 	0.013334 	0.107702 	0.031868 	0.099554 	0.031754 	0.018125 	0.010589 	0.031438 	0.004652 	0.052406 	0.066110 	0.012606 	0.027092 	0.033185 	0.040874 	0.266460 	0.120570 	0.230125 	0.224332 	0.176072 	0.194684 	0.173852 	0.208283 	0.178345 	0.129236 	0.096772 	0.103660 	0.146688 	0.118764 	0.148448 	0.056930 	0.087571 	0.123279 	0.116585 	0.160350 	0.133877 	0.066297 	0.060332 	0.257353 	0.274111 	0.216388 	0.240325 	0.256885 	0.198151 	0.184396 	0.263635 	0.242422 	0.266825 	0.158487 	0.227262 	0.199074 	0.215527 	0.164354 	0.222096 	0.150168 	0.139847 	0.096450 	0.110152 	0.110279 	0.113439 	0.136706 	0.114246 	0.104868 	0.114120 	0.125628 	0.115934 	0.084845 	0.109144 	0.115916 	0.119400 	0.117366 	0.099446 	0.110470 	0.116679 	0.140794 	0.065458 	0.086126 	0.184858 	0.169147 	0.198429 	0.245671 	0.306025 	0.339181 	0.287369 	0.177273 	0.179861 	0.263304 	0.160130 	0.160778 	0.172250 	0.182570 	0.221478 	0.295308 	0.321242 	0.322316 	0.272244 	0.261827 	0.277085 	0.303406 	0.308370 	0.193020 	0.173651 	0.205688 	0.095270 	0.100332 	0.080468 	0.066492 	0.076793 	0.051053 	0.143620 	0.110066 	0.105901 	0.090125 	0.139830 	0.126118 	0.087227 	0.131422 	0.136166 	0.170194 	0.171555 	0.136703 	0.182291 	0.178366 	0.102740 	0.140420 	0.155246 	0.122711 	0.117407 	0.067867 	0.068607 	0.074410 	0.085473 	0.132731 	0.165852 	0.153775 	0.136339 	0.085099 	0.156480 	0.099455 	0.156048 	0.124918 	0.159428 	0.106580 	0.270979 	0.211551 	0.183424 	0.171031 	0.323238 	0.331965 	
0.013334 	0.000000 	0.114533 	0.039525 	0.105401 	0.043859 	0.031052 	0.023697 	0.044642 	0.008736 	0.063077 	0.075627 	0.018960 	0.016013 	0.028210 	0.053756 	0.278979 	0.117268 	0.241901 	0.236749 	0.189091 	0.207070 	0.186760 	0.220377 	0.191522 	0.132721 	0.100256 	0.106822 	0.151210 	0.122521 	0.153474 	0.061685 	0.089139 	0.126306 	0.122783 	0.166441 	0.138296 	0.055782 	0.054655 	0.245845 	0.262123 	0.203546 	0.227102 	0.243883 	0.185320 	0.171583 	0.250531 	0.229356 	0.280155 	0.171476 	0.240531 	0.212372 	0.228854 	0.177606 	0.235402 	0.162797 	0.150769 	0.108724 	0.120142 	0.104654 	0.111770 	0.133065 	0.111710 	0.101199 	0.110640 	0.120022 	0.108221 	0.081168 	0.104118 	0.117414 	0.115363 	0.117473 	0.097660 	0.110829 	0.115658 	0.139937 	0.054617 	0.073349 	0.174125 	0.158606 	0.187525 	0.233537 	0.319289 	0.352502 	0.300292 	0.190606 	0.192928 	0.276338 	0.156641 	0.156428 	0.172133 	0.177278 	0.222124 	0.282243 	0.308024 	0.309154 	0.259189 	0.248618 	0.263879 	0.290144 	0.295185 	0.204522 	0.184233 	0.218294 	0.083561 	0.088255 	0.068564 	0.053549 	0.064185 	0.038859 	0.154032 	0.115492 	0.117126 	0.097957 	0.149033 	0.133380 	0.097101 	0.143017 	0.144633 	0.182228 	0.183761 	0.149339 	0.193964 	0.190300 	0.093257 	0.129331 	0.145962 	0.114266 	0.109512 	0.061492 	0.060693 	0.070644 	0.078731 	0.123414 	0.152813 	0.140444 	0.123380 	0.072400 	0.143248 	0.086523 	0.143219 	0.112028 	0.146374 	0.093775 	0.279735 	0.219130 	0.187073 	0.173055 	0.310812 	0.319243 	
0.107702 	0.114533 	0.000000 	0.075864 	0.012449 	0.113140 	0.095376 	0.106011 	0.102292 	0.110430 	0.061804 	0.144804 	0.118612 	0.112390 	0.140780 	0.083920 	0.199100 	0.227338 	0.152273 	0.158137 	0.133556 	0.131319 	0.127823 	0.137545 	0.142563 	0.222669 	0.192666 	0.199859 	0.235318 	0.212069 	0.234934 	0.154510 	0.188579 	0.218490 	0.201053 	0.241119 	0.223802 	0.169149 	0.167972 	0.352873 	0.366033 	0.300291 	0.314726 	0.336670 	0.282837 	0.269880 	0.340883 	0.321274 	0.233807 	0.168294 	0.190058 	0.184771 	0.186980 	0.160610 	0.203591 	0.171646 	0.063241 	0.066772 	0.035020 	0.217980 	0.218635 	0.243621 	0.220399 	0.212011 	0.221071 	0.233330 	0.222742 	0.192149 	0.216799 	0.215493 	0.226665 	0.219731 	0.205060 	0.212621 	0.220923 	0.244242 	0.121826 	0.151787 	0.285022 	0.270197 	0.297743 	0.336819 	0.261856 	0.309003 	0.228965 	0.158680 	0.138555 	0.210304 	0.266785 	0.268063 	0.273619 	0.290207 	0.320036 	0.372664 	0.393261 	0.396331 	0.350446 	0.315551 	0.350826 	0.357968 	0.381929 	0.226767 	0.221053 	0.218119 	0.193300 	0.196250 	0.178330 	0.158987 	0.170931 	0.149783 	0.197226 	0.198394 	0.159648 	0.171177 	0.204162 	0.204381 	0.157426 	0.174458 	0.206115 	0.103917 	0.108347 	0.092951 	0.107845 	0.108842 	0.207185 	0.239818 	0.259780 	0.228718 	0.224045 	0.175355 	0.175196 	0.181837 	0.192870 	0.237305 	0.248532 	0.223832 	0.222159 	0.177783 	0.234987 	0.188489 	0.242585 	0.212491 	0.242197 	0.196490 	0.327188 	0.280077 	0.273374 	0.266954 	0.410281 	0.415020 	
0.031868 	0.039525 	0.075864 	0.000000 	0.067755 	0.046419 	0.023148 	0.031809 	0.038016 	0.034610 	0.026332 	0.083715 	0.043278 	0.042127 	0.064919 	0.030199 	0.244392 	0.152174 	0.205028 	0.201898 	0.158133 	0.172250 	0.154925 	0.184454 	0.162266 	0.155577 	0.123694 	0.130818 	0.171340 	0.144914 	0.172287 	0.083768 	0.116641 	0.150273 	0.139023 	0.182167 	0.158866 	0.095233 	0.092109 	0.284132 	0.299570 	0.238456 	0.259033 	0.277715 	0.220361 	0.206784 	0.283582 	0.262796 	0.253848 	0.154953 	0.212334 	0.189789 	0.202676 	0.156832 	0.212269 	0.150090 	0.112621 	0.074788 	0.081087 	0.142125 	0.144437 	0.168372 	0.145617 	0.136592 	0.145784 	0.157482 	0.147223 	0.116613 	0.141012 	0.144635 	0.151171 	0.147240 	0.130574 	0.140217 	0.147308 	0.171191 	0.069573 	0.097096 	0.213261 	0.197871 	0.226524 	0.270715 	0.290545 	0.327973 	0.267856 	0.165924 	0.162388 	0.244872 	0.191724 	0.192566 	0.201967 	0.214437 	0.250338 	0.315503 	0.339695 	0.341477 	0.292600 	0.273394 	0.295859 	0.315695 	0.327289 	0.198702 	0.183498 	0.204763 	0.122057 	0.126167 	0.106937 	0.089754 	0.101255 	0.077308 	0.154734 	0.133976 	0.115180 	0.110243 	0.154879 	0.146254 	0.102307 	0.138045 	0.153280 	0.146327 	0.148423 	0.116269 	0.157022 	0.154055 	0.132779 	0.168274 	0.185482 	0.153593 	0.148606 	0.099529 	0.099701 	0.106215 	0.117081 	0.162932 	0.186886 	0.169518 	0.158215 	0.109042 	0.175672 	0.121997 	0.178528 	0.147348 	0.180404 	0.129697 	0.285563 	0.229640 	0.208961 	0.198709 	0.347065 	0.354385 	
0.099554 	0.105401 	0.012449 	0.067755 	0.000000 	0.108030 	0.088648 	0.098866 	0.097383 	0.101938 	0.057530 	0.141428 	0.110979 	0.102126 	0.132323 	0.079820 	0.211095 	0.219902 	0.164555 	0.169911 	0.143276 	0.142720 	0.137764 	0.149453 	0.151815 	0.218422 	0.187759 	0.194962 	0.231949 	0.207764 	0.231894 	0.148872 	0.182692 	0.213906 	0.197989 	0.238974 	0.220140 	0.159243 	0.159476 	0.341483 	0.354349 	0.288267 	0.302398 	0.324456 	0.270877 	0.257982 	0.328596 	0.309047 	0.243763 	0.173434 	0.200026 	0.192644 	0.196187 	0.167021 	0.212078 	0.175594 	0.074585 	0.071711 	0.044236 	0.209589 	0.211819 	0.236116 	0.213237 	0.204347 	0.213529 	0.224967 	0.213539 	0.184365 	0.208635 	0.210065 	0.218924 	0.213706 	0.198069 	0.206618 	0.214407 	0.238017 	0.109798 	0.139681 	0.274244 	0.259574 	0.286833 	0.325121 	0.272751 	0.319091 	0.240605 	0.166562 	0.148250 	0.221553 	0.259439 	0.260316 	0.268012 	0.282052 	0.315199 	0.360359 	0.380854 	0.383950 	0.338176 	0.303144 	0.338461 	0.345573 	0.369547 	0.230250 	0.222923 	0.223769 	0.182612 	0.185337 	0.167730 	0.148104 	0.160054 	0.139570 	0.198029 	0.194740 	0.159651 	0.168134 	0.203779 	0.202213 	0.155427 	0.176057 	0.205056 	0.115204 	0.119454 	0.101721 	0.119750 	0.120437 	0.197344 	0.229069 	0.249796 	0.219203 	0.214766 	0.166674 	0.166065 	0.173955 	0.184068 	0.227388 	0.236559 	0.211533 	0.210416 	0.166731 	0.222890 	0.177102 	0.230810 	0.200884 	0.230244 	0.185110 	0.328866 	0.279904 	0.270017 	0.262497 	0.398278 	0.402851 	
0.031754 	0.043859 	0.113140 	0.046419 	0.108030 	0.000000 	0.023837 	0.021606 	0.010921 	0.035601 	0.051385 	0.037517 	0.026971 	0.058801 	0.047374 	0.029941 	0.247271 	0.118122 	0.215076 	0.206027 	0.154101 	0.176855 	0.152826 	0.191887 	0.154772 	0.110654 	0.079731 	0.086934 	0.125426 	0.099970 	0.126121 	0.041592 	0.075767 	0.105923 	0.092680 	0.135748 	0.113150 	0.085266 	0.068980 	0.275053 	0.293573 	0.240045 	0.266477 	0.281322 	0.221857 	0.208093 	0.288743 	0.267325 	0.240129 	0.128231 	0.202160 	0.170845 	0.189154 	0.135646 	0.193950 	0.119015 	0.130185 	0.081882 	0.105424 	0.114063 	0.107445 	0.134378 	0.110281 	0.104197 	0.112439 	0.128619 	0.124720 	0.085788 	0.111518 	0.102354 	0.118798 	0.106961 	0.094632 	0.099851 	0.108965 	0.131649 	0.097190 	0.117175 	0.200549 	0.184451 	0.214510 	0.265882 	0.280743 	0.311174 	0.265448 	0.150437 	0.157409 	0.240610 	0.156664 	0.159413 	0.160498 	0.183048 	0.207177 	0.320055 	0.347185 	0.347746 	0.296981 	0.291552 	0.302989 	0.332738 	0.334032 	0.161288 	0.142413 	0.174482 	0.116039 	0.122162 	0.102411 	0.092594 	0.101231 	0.075474 	0.112592 	0.087997 	0.074327 	0.063837 	0.110259 	0.099912 	0.057294 	0.099684 	0.107731 	0.154638 	0.155051 	0.118286 	0.168321 	0.163181 	0.116801 	0.158000 	0.167054 	0.133150 	0.126602 	0.077007 	0.081188 	0.076712 	0.093677 	0.145217 	0.190957 	0.182362 	0.161227 	0.109639 	0.183063 	0.124707 	0.180056 	0.149568 	0.184668 	0.131100 	0.241508 	0.183940 	0.163276 	0.154533 	0.344402 	0.354570 	
0.018125 	0.031052 	0.095376 	0.023148 	0.088648 	0.023837 	0.000000 	0.011151 	0.017680 	0.022702 	0.036300 	0.061354 	0.024578 	0.042121 	0.048732 	0.022760 	0.248346 	0.132065 	0.212302 	0.206239 	0.158048 	0.176602 	0.155767 	0.190305 	0.160500 	0.132472 	0.100694 	0.107842 	0.148205 	0.121803 	0.149201 	0.060919 	0.094260 	0.127242 	0.116046 	0.159346 	0.135720 	0.083898 	0.075085 	0.275173 	0.292122 	0.234481 	0.258113 	0.274911 	0.216247 	0.202496 	0.281583 	0.260403 	0.249569 	0.143488 	0.209630 	0.182530 	0.198233 	0.148167 	0.205466 	0.136379 	0.122721 	0.078440 	0.094045 	0.124114 	0.123306 	0.148374 	0.125030 	0.116942 	0.125876 	0.139302 	0.131468 	0.097290 	0.122452 	0.122013 	0.131646 	0.125141 	0.109686 	0.118069 	0.125772 	0.149378 	0.078201 	0.101665 	0.202305 	0.186496 	0.215961 	0.263728 	0.288371 	0.322358 	0.269293 	0.160203 	0.161877 	0.245292 	0.171449 	0.172980 	0.179654 	0.195593 	0.227618 	0.313290 	0.339035 	0.340198 	0.290234 	0.278188 	0.294902 	0.319993 	0.326219 	0.181912 	0.164613 	0.191792 	0.113250 	0.118405 	0.098515 	0.084533 	0.094914 	0.069171 	0.135168 	0.110857 	0.096153 	0.087546 	0.133781 	0.123683 	0.080863 	0.120487 	0.131507 	0.152255 	0.153538 	0.118580 	0.164550 	0.160475 	0.119601 	0.158100 	0.171795 	0.138764 	0.133072 	0.082954 	0.084753 	0.087189 	0.100540 	0.149365 	0.183852 	0.170936 	0.154384 	0.103212 	0.174256 	0.117509 	0.174143 	0.142991 	0.177417 	0.124676 	0.264927 	0.207756 	0.185813 	0.175738 	0.341351 	0.350084 	
0.010589 	0.023697 	0.106011 	0.031809 	0.098866 	0.021606 	0.011151 	0.000000 	0.020946 	0.014983 	0.047450 	0.057466 	0.013451 	0.037586 	0.037708 	0.032514 	0.258021 	0.121327 	0.222707 	0.216065 	0.166868 	0.186489 	0.164855 	0.200475 	0.168802 	0.124589 	0.092412 	0.099474 	0.141164 	0.113983 	0.142541 	0.052344 	0.084849 	0.119025 	0.109977 	0.153622 	0.128495 	0.073541 	0.063937 	0.264894 	0.282167 	0.225532 	0.250102 	0.266256 	0.207292 	0.193520 	0.273175 	0.251900 	0.256735 	0.147907 	0.217456 	0.188710 	0.205473 	0.153912 	0.211751 	0.139602 	0.133646 	0.088645 	0.105184 	0.113008 	0.112956 	0.137614 	0.114446 	0.106073 	0.115078 	0.128216 	0.120341 	0.086333 	0.111398 	0.112909 	0.120759 	0.115438 	0.099212 	0.108411 	0.115649 	0.139448 	0.075683 	0.096715 	0.191701 	0.175835 	0.205415 	0.253911 	0.296220 	0.328883 	0.278290 	0.167112 	0.170558 	0.254033 	0.160783 	0.162128 	0.170159 	0.184609 	0.218635 	0.304773 	0.331000 	0.331954 	0.281697 	0.272312 	0.286819 	0.313838 	0.318059 	0.182840 	0.163953 	0.195124 	0.103332 	0.108739 	0.088798 	0.075982 	0.085854 	0.059901 	0.134052 	0.104082 	0.095932 	0.082501 	0.131018 	0.118684 	0.078159 	0.121234 	0.127854 	0.162518 	0.163641 	0.128211 	0.175064 	0.170808 	0.108749 	0.147711 	0.160815 	0.127694 	0.121956 	0.071815 	0.073740 	0.076169 	0.089394 	0.138418 	0.175320 	0.164040 	0.145710 	0.094231 	0.166304 	0.108840 	0.165217 	0.134203 	0.168923 	0.115784 	0.262286 	0.203678 	0.178409 	0.167288 	0.331791 	0.340904 	
0.031438 	0.044642 	0.102292 	0.038016 	0.097383 	0.010921 	0.017680 	0.020946 	0.000000 	0.035920 	0.040506 	0.046053 	0.031036 	0.058009 	0.054071 	0.019073 	0.239798 	0.128710 	0.206365 	0.198214 	0.147510 	0.168842 	0.145853 	0.183490 	0.148894 	0.121098 	0.090454 	0.097654 	0.135383 	0.110426 	0.135846 	0.052513 	0.086688 	0.116524 	0.102183 	0.144815 	0.123255 	0.091614 	0.077596 	0.282444 	0.300439 	0.245307 	0.270581 	0.286277 	0.227078 	0.213299 	0.293389 	0.272054 	0.236040 	0.127147 	0.197121 	0.167789 	0.184830 	0.132967 	0.190841 	0.119328 	0.120188 	0.072564 	0.094755 	0.123938 	0.118246 	0.144994 	0.120965 	0.114572 	0.122944 	0.138661 	0.133833 	0.095870 	0.121571 	0.113224 	0.129220 	0.117882 	0.105329 	0.110772 	0.119841 	0.142568 	0.095263 	0.117448 	0.208386 	0.192353 	0.222270 	0.272475 	0.275858 	0.307996 	0.258993 	0.146365 	0.151029 	0.234455 	0.167396 	0.169994 	0.171381 	0.193497 	0.217896 	0.324890 	0.351439 	0.352263 	0.301808 	0.293250 	0.307244 	0.334783 	0.338426 	0.164255 	0.147027 	0.174823 	0.122075 	0.127863 	0.107951 	0.096366 	0.105800 	0.079814 	0.117703 	0.097974 	0.078546 	0.072859 	0.116981 	0.108597 	0.064300 	0.102809 	0.115265 	0.145932 	0.146600 	0.110274 	0.159264 	0.154404 	0.124751 	0.165212 	0.175726 	0.141984 	0.135648 	0.085654 	0.089158 	0.086527 	0.102694 	0.153669 	0.195510 	0.184934 	0.165826 	0.114215 	0.186860 	0.129036 	0.185083 	0.154246 	0.189147 	0.135778 	0.247903 	0.191625 	0.173338 	0.165115 	0.350723 	0.360349 	
0.004652 	0.008736 	0.110430 	0.034610 	0.101938 	0.035601 	0.022702 	0.014983 	0.035920 	0.000000 	0.056325 	0.068855 	0.013192 	0.023277 	0.030393 	0.045461 	0.270985 	0.118716 	0.234455 	0.228830 	0.180700 	0.199174 	0.178460 	0.212697 	0.182994 	0.129743 	0.097231 	0.104014 	0.147592 	0.119358 	0.149540 	0.057735 	0.087318 	0.123613 	0.118087 	0.161848 	0.134731 	0.062195 	0.057574 	0.253062 	0.269698 	0.211783 	0.235673 	0.252254 	0.193548 	0.179795 	0.258991 	0.237782 	0.271455 	0.162848 	0.231913 	0.203636 	0.220161 	0.168878 	0.226666 	0.154342 	0.143915 	0.100898 	0.113918 	0.107663 	0.112118 	0.134759 	0.112637 	0.102870 	0.112198 	0.123037 	0.112684 	0.082803 	0.106716 	0.115693 	0.117304 	0.116658 	0.098061 	0.109839 	0.115583 	0.139783 	0.061919 	0.081844 	0.180767 	0.165105 	0.194293 	0.241221 	0.310676 	0.343768 	0.291982 	0.181890 	0.184497 	0.267936 	0.158253 	0.158619 	0.171519 	0.180120 	0.221038 	0.290669 	0.316590 	0.317667 	0.267606 	0.257331 	0.272433 	0.298873 	0.303720 	0.196684 	0.176921 	0.209855 	0.090899 	0.095877 	0.076043 	0.061862 	0.072219 	0.046544 	0.146810 	0.111267 	0.109421 	0.092226 	0.142524 	0.128038 	0.090155 	0.135115 	0.138565 	0.174589 	0.175996 	0.141250 	0.186587 	0.182735 	0.098962 	0.136222 	0.151557 	0.119249 	0.114103 	0.064929 	0.065218 	0.072308 	0.082471 	0.129021 	0.161215 	0.149173 	0.131713 	0.080511 	0.151828 	0.094831 	0.151444 	0.120301 	0.154789 	0.101976 	0.273535 	0.213638 	0.184034 	0.171050 	0.318721 	0.327385 	
