70 

4 

0.000000 	0.107702 	0.010589 	0.004652 	0.012606 	0.037608 	0.033185 	0.266460 	0.260095 	0.120570 	0.230125 	0.173852 	0.207917 	0.129236 	0.148448 	0.056930 	0.066297 	0.046240 	0.216388 	0.184396 	0.266883 	0.266825 	0.158487 	0.215527 	0.147162 	0.139847 	0.147358 	0.096450 	0.114246 	0.114120 	0.115934 	0.115254 	0.084845 	0.110470 	0.116679 	0.065458 	0.184858 	0.198429 	0.225169 	0.245671 	0.306025 	0.339181 	0.287369 	0.160130 	0.295308 	0.303406 	0.193020 	0.095270 	0.080468 	0.143620 	0.105901 	0.090125 	0.178366 	0.102740 	0.140420 	0.127787 	0.068607 	0.074410 	0.085473 	0.153775 	0.136339 	0.085099 	0.156048 	0.124918 	0.159428 	0.106580 	0.270979 	0.183424 	0.172809 	0.261663 	
0.107702 	0.000000 	0.106011 	0.110430 	0.118612 	0.075090 	0.140780 	0.199100 	0.193995 	0.227338 	0.152273 	0.127823 	0.142976 	0.222669 	0.234934 	0.154510 	0.169149 	0.145961 	0.300291 	0.269880 	0.345640 	0.233807 	0.168294 	0.186980 	0.178134 	0.063241 	0.072153 	0.066772 	0.220399 	0.221071 	0.222742 	0.213661 	0.192149 	0.212621 	0.220923 	0.121826 	0.285022 	0.297743 	0.320944 	0.336819 	0.261856 	0.309003 	0.228965 	0.266785 	0.372664 	0.357968 	0.226767 	0.193300 	0.178330 	0.197226 	0.159648 	0.171177 	0.108842 	0.207185 	0.239818 	0.232972 	0.175196 	0.181837 	0.192870 	0.223832 	0.222159 	0.177783 	0.242585 	0.212491 	0.242197 	0.196490 	0.327188 	0.273374 	0.273671 	0.368888 	
0.010589 	0.106011 	0.000000 	0.014983 	0.013451 	0.032461 	0.037708 	0.258021 	0.251602 	0.121327 	0.222707 	0.164855 	0.199698 	0.124589 	0.142541 	0.052344 	0.073541 	0.055024 	0.225532 	0.193520 	0.276307 	0.256735 	0.147907 	0.205473 	0.136721 	0.133646 	0.140834 	0.088645 	0.114446 	0.115078 	0.120341 	0.111854 	0.086333 	0.108411 	0.115649 	0.075683 	0.191701 	0.205415 	0.232765 	0.253911 	0.296220 	0.328883 	0.278290 	0.160783 	0.304773 	0.313838 	0.182840 	0.103332 	0.088798 	0.134052 	0.095932 	0.082501 	0.170808 	0.108749 	0.147711 	0.133213 	0.073740 	0.076169 	0.089394 	0.164040 	0.145710 	0.094231 	0.165217 	0.134203 	0.168923 	0.115784 	0.262286 	0.178409 	0.170539 	0.262902 	
0.004652 	0.110430 	0.014983 	0.000000 	0.013192 	0.041677 	0.030393 	0.270985 	0.264629 	0.118716 	0.234455 	0.178460 	0.212408 	0.129743 	0.149540 	0.057735 	0.062195 	0.041754 	0.211783 	0.179795 	0.262247 	0.271455 	0.162848 	0.220161 	0.151121 	0.143915 	0.151502 	0.100898 	0.112637 	0.112198 	0.112684 	0.115212 	0.082803 	0.109839 	0.115583 	0.061919 	0.180767 	0.194293 	0.220868 	0.241221 	0.310676 	0.343768 	0.291982 	0.158253 	0.290669 	0.298873 	0.196684 	0.090899 	0.076043 	0.146810 	0.109421 	0.092226 	0.182735 	0.098962 	0.136222 	0.124169 	0.065218 	0.072308 	0.082471 	0.149173 	0.131713 	0.080511 	0.151444 	0.120301 	0.154789 	0.101976 	0.273535 	0.184034 	0.172156 	0.259476 	
0.012606 	0.118612 	0.013451 	0.013192 	0.000000 	0.045843 	0.024328 	0.270359 	0.263899 	0.108923 	0.235701 	0.176727 	0.212240 	0.116781 	0.136367 	0.044612 	0.060905 	0.044068 	0.214285 	0.182281 	0.265441 	0.266588 	0.155166 	0.215478 	0.141488 	0.147031 	0.154157 	0.101576 	0.102343 	0.102566 	0.106893 	0.102653 	0.073537 	0.097937 	0.104358 	0.073568 	0.178642 	0.192410 	0.220063 	0.241661 	0.306740 	0.337987 	0.289972 	0.148462 	0.293957 	0.305777 	0.186027 	0.091147 	0.076928 	0.135138 	0.098558 	0.079302 	0.183762 	0.095478 	0.134900 	0.119813 	0.060342 	0.063242 	0.075968 	0.155392 	0.134933 	0.083298 	0.154087 	0.123323 	0.158305 	0.104846 	0.260900 	0.171023 	0.160268 	0.250323 	
0.037608 	0.075090 	0.032461 	0.041677 	0.045843 	0.000000 	0.069811 	0.230786 	0.224539 	0.152959 	0.193071 	0.139910 	0.171954 	0.149298 	0.163996 	0.079556 	0.103860 	0.083028 	0.251520 	0.219661 	0.301148 	0.237554 	0.138153 	0.186309 	0.134221 	0.102250 	0.109831 	0.060460 	0.145737 	0.146850 	0.152675 	0.139054 	0.118461 	0.137555 	0.145870 	0.086016 	0.222434 	0.235969 	0.262423 	0.282320 	0.274768 	0.311471 	0.253226 	0.192224 	0.329392 	0.331680 	0.183021 	0.132368 	0.117397 	0.140715 	0.101035 	0.100718 	0.141528 	0.140273 	0.177888 	0.165140 	0.105751 	0.108426 	0.121805 	0.184556 	0.171203 	0.120891 	0.191310 	0.160065 	0.193814 	0.142039 	0.272110 	0.201587 	0.198854 	0.294583 	
0.033185 	0.140780 	0.037708 	0.030393 	0.024328 	0.069811 	0.000000 	0.293868 	0.287364 	0.089069 	0.259854 	0.199802 	0.235992 	0.108545 	0.131116 	0.042496 	0.037893 	0.027095 	0.192905 	0.161013 	0.244590 	0.286951 	0.172424 	0.236167 	0.155307 	0.171347 	0.178485 	0.125733 	0.083527 	0.082454 	0.082924 	0.091640 	0.052979 	0.083858 	0.087873 	0.072847 	0.154527 	0.168351 	0.196377 	0.218611 	0.327949 	0.357164 	0.312703 	0.128480 	0.273140 	0.289680 	0.196828 	0.068690 	0.055357 	0.143298 	0.110167 	0.082235 	0.207896 	0.071187 	0.111142 	0.095505 	0.036033 	0.042450 	0.052300 	0.139098 	0.114790 	0.063664 	0.133146 	0.103099 	0.138276 	0.084747 	0.263243 	0.162606 	0.145497 	0.229264 	
0.266460 	0.199100 	0.258021 	0.270985 	0.270359 	0.230786 	0.293868 	0.000000 	0.006750 	0.353729 	0.050467 	0.094935 	0.058959 	0.312428 	0.306835 	0.278109 	0.331259 	0.312695 	0.482300 	0.450417 	0.531759 	0.088660 	0.162054 	0.092759 	0.194569 	0.137419 	0.128343 	0.170356 	0.344758 	0.349696 	0.370438 	0.316831 	0.328421 	0.325186 	0.337720 	0.310533 	0.447812 	0.461781 	0.490243 	0.511931 	0.082803 	0.141052 	0.035858 	0.386353 	0.559891 	0.554826 	0.211833 	0.361348 	0.346782 	0.233191 	0.223547 	0.262929 	0.091802 	0.364064 	0.405006 	0.386238 	0.328459 	0.321057 	0.339977 	0.413205 	0.401987 	0.351378 	0.422056 	0.390814 	0.424556 	0.372694 	0.310462 	0.340622 	0.368575 	0.482437 	
0.260095 	0.193995 	0.251602 	0.264629 	0.263899 	0.224539 	0.287364 	0.006750 	0.000000 	0.346992 	0.047371 	0.088274 	0.052930 	0.305704 	0.300185 	0.271417 	0.324792 	0.306322 	0.476032 	0.444135 	0.525581 	0.085644 	0.155519 	0.086899 	0.188015 	0.131974 	0.122886 	0.164089 	0.338020 	0.342967 	0.363788 	0.310083 	0.321737 	0.318436 	0.330972 	0.304638 	0.441244 	0.455219 	0.483733 	0.505502 	0.083289 	0.141164 	0.037996 	0.379603 	0.553738 	0.549197 	0.205826 	0.354921 	0.340380 	0.226630 	0.216811 	0.256180 	0.086184 	0.357498 	0.398496 	0.379619 	0.321899 	0.314396 	0.333350 	0.407211 	0.395727 	0.345052 	0.415771 	0.384533 	0.418337 	0.366390 	0.305046 	0.334054 	0.361870 	0.475710 	
0.120570 	0.227338 	0.121327 	0.118716 	0.108923 	0.152959 	0.089069 	0.353729 	0.346992 	0.000000 	0.327897 	0.259362 	0.299698 	0.064659 	0.089788 	0.078469 	0.079932 	0.098233 	0.182366 	0.156098 	0.233048 	0.326399 	0.205424 	0.279732 	0.177378 	0.247714 	0.253415 	0.198443 	0.009056 	0.006740 	0.042612 	0.046959 	0.036103 	0.032749 	0.020567 	0.151011 	0.115335 	0.128392 	0.160376 	0.189216 	0.370754 	0.387894 	0.365819 	0.039561 	0.259870 	0.302956 	0.201396 	0.087426 	0.089612 	0.147324 	0.135009 	0.093270 	0.276908 	0.061336 	0.091956 	0.058840 	0.063905 	0.046624 	0.046038 	0.166684 	0.128452 	0.101851 	0.136485 	0.120061 	0.146588 	0.109763 	0.229692 	0.101948 	0.065423 	0.141630 	
